Brand,url,NETWORK_Technology,NETWORK_2G_bands,NETWORK_3G_bands,NETWORK_4G_bands,NETWORK_5G_bands,NETWORK_GPRS,NETWORK_EDGE,NETWORK_Speed,LAUNCH_Announced,BODY_Weight,BODY_Length,BODY_Width,BODY_Weight,BODY_Thickness,FEATURES_Sensors
Honor,https://www.gsmarena.com/honor_20_lite_(china)-9914.php,GSM / CDMA / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 8, 38, 39, 40, 41",,,,"HSPA, LTE","2019, October",171.0,157.2,73.2,171.0,7.7,"Fingerprint (under display, optical), accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_play_3e-9878.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 39, 40, 41",,,,"HSPA, LTE-A","2019, September",146.0,147.1,70.8,146.0,8.5,"Accelerometer, proximity"
Honor,https://www.gsmarena.com/honor_play_3-9829.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, September",176.0,159.8,76.1,176.0,8.1,"Accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_20s-9832.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 2100 ,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,,,"HSPA, LTE-A","2019, September",172.0,154.3,74.0,172.0,7.9,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_9x_pro-9772.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,"1, 3, 7, 8, 20, 38, 40, 41 - International",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps","2019, July 23",202.0,163.5,77.3,202.0,8.8,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_9x_(china)-9771.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps","2019, July",206.0,163.1,77.2,206.0,8.8,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_8s-9664.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20",,,,"HSPA, LTE-A","2019, April",146.0,147.1,70.8,146.0,8.5,"Accelerometer, proximity"
Honor,https://www.gsmarena.com/honor_pad_5_10_1-9740.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 , LTE (unspecified),,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, June",,243.0,164.0,,7.8,Accelerometer
Honor,https://www.gsmarena.com/honor_pad_5_8-9741.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 , LTE (unspecified),,,,"HSPA, LTE-A","2019, June",,204.2,122.2,,8.2,"Accelerometer, proximity"
Honor,https://www.gsmarena.com/honor_20_pro-9710.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41",,,,"HSPA, LTE-A","2019, May",182.0,154.6,74.0,182.0,8.4,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_20-9615.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41",,,,"HSPA, LTE-A","2019, May",174.0,154.3,74.0,174.0,7.9,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_20_lite-9641.php,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, April",164.0,154.8,73.6,164.0,8.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_20i-9663.php,GSM / CDMA / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, April",164.0,154.8,73.6,164.0,8.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_8a_pro-9662.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","2019, April",150.0,156.3,73.5,150.0,8.0,"Fingerprint (rear-mounted), accelerometer, proximity"
Honor,https://www.gsmarena.com/honor_tab_5-9619.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, March",310.0,204.2,122.2,310.0,8.2,Accelerometer
Honor,https://www.gsmarena.com/honor_view_20-9468.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 19, 20, 28, 38, 40, 41",,,,"HSPA, LTE-A","2018, December",180.0,156.9,75.4,180.0,8.1,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_magic_2_3d-9628.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 19, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps","2019, March",206.0,157.3,75.1,206.0,8.3,"Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_magic_2-9381.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 19, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps","2018, October",206.0,157.3,75.1,206.0,8.3,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_play_8a-9509.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 40",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","2019, January",150.0,156.3,73.5,150.0,8.0,"Accelerometer, proximity"
Honor,https://www.gsmarena.com/honor_10_lite-9403.php,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, November",162.0,154.8,73.6,162.0,8.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_8c-9366.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, October",167.0,158.7,75.9,167.0,8.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_8x-9313.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 39, 40, 41",,,,"HSPA, LTE-A","2018, September",175.0,160.4,76.6,175.0,7.8,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_8x_max-9306.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41 - Global",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","2018, September",210.0,177.6,86.3,210.0,8.1,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_note_10-8799.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps","2018, July",230.0,177.0,85.0,230.0,7.7,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_9n_(9i)-9229.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 - China,"1, 3, 5, 8, 38, 39, 40, 41 - China",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, July",152.0,149.2,71.8,152.0,7.7,"Fingerprint (rear-mounted), accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_play-9230.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 - India,"1, 3, 5, 7, 8, 20, 38, 40, 41 - Global",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps","2018, July",176.0,157.9,74.3,176.0,7.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_7s-9211.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20 - Global",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, May",142.0,146.5,70.9,142.0,8.3,"Accelerometer, proximity"
Honor,https://www.gsmarena.com/honor_10-9157.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 19, 20, 38, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps","2018, May",153.0,149.6,71.2,153.0,7.7,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_7a-9075.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, April",150.0,152.4,73.0,150.0,7.8,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_7c-9111.php,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 40",,,,"HSPA, LTE","2018, May",164.0,158.3,76.7,164.0,7.8,"Fingerprint (rear-mounted), accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_9_lite-8962.php,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 3, 7, 8, 20 - Global",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, December",149.0,151.0,71.9,149.0,7.6,"Fingerprint (rear-mounted), accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_view_10-8938.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat18 1200/150 Mbps","2017, December",172.0,157.0,75.0,172.0,7.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_7x-8880.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 40",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, December",165.0,156.5,75.3,165.0,7.6,"Fingerprint (rear-mounted), accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_6c_pro-8856.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 5, 7, 8, 20, 40",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, October",145.0,147.9,73.2,145.0,7.7,"Fingerprint (rear-mounted), accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_9-8704.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2017, June",155.0,147.3,70.9,155.0,7.5,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_6a_(pro)-8700.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, May",143.0,143.7,71.0,143.0,8.2,"Fingerprint (rear-mounted, region dependent), accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_8_pro-8568.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2017, April",184.0,157.0,77.5,184.0,7.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_magic-8482.php,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 & TD-SCDMA,"1, 2, 4, 5, 6, 8, 19, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, December. Released 2016, December",145.0,146.1,69.9,145.0,7.8,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_v8-8061.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 7",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, May. Released 2016, May",170.0,157.0,77.6,170.0,7.8,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_pad_2-8390.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA, LTE","2016, October. Released 2016, October",340.0,209.3,123.0,340.0,8.1,"Accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_6x-8388.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100 ,"1, 3, 7, 8, 38",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, October. Released 2016, October",162.0,150.9,76.2,162.0,8.2,"Fingerprint (rear-mounted), accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_holly_3-8383.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,, LTE (unspecified),,Yes,Yes,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, October. Released 2016, October",168.0,154.3,77.1,168.0,8.5,"Accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_note_8-8231.php,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps or LTE-A (2CA) Cat6 300/50 Mbps","2016, August. Released 2016, September",219.0,178.8,90.9,219.0,7.2,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_8-8195.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, July. Released 2016, July",153.0,145.5,71.0,153.0,7.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_5a-8149.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, June. Released 2016, June",140.0,144.2,72.5,140.0,9.0,"Accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_5c-8074.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 / TD-SCDMA - NEM-UL10,"1, 3, 7, 8, 20 - EU model",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, April. Released 2016, May",156.0,147.1,73.8,156.0,8.3,"Accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_holly_2_plus-7882.php,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 38, 39, 40, 41",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, January. Released 2016, February",160.0,143.1,71.8,160.0,9.7,"Accelerometer, proximity"
Honor,https://www.gsmarena.com/honor_5x-7590.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2015, October. Released 2015, November",158.0,151.3,76.3,158.0,8.2,"Fingerprint (rear-mounted), accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_7i-7510.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 38, 39, 40, 41",,,,"HSPA, LTE","2015, August. Released 2015, August",160.0,141.6,71.2,160.0,7.8,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_7-7269.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 1900 / 2100 - Europe,"1, 3, 7, 8, 20 - Europe",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2015, June. Released 2015, July",157.0,143.2,71.9,157.0,8.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_bee-7235.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,,,,HSPA 21.1/5.76 Mbps,"2015, May. Released 2015, May",,134.3,66.7,,10.0,"Accelerometer, proximity"
Honor,https://www.gsmarena.com/honor_4c-7203.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - CHM-U01,,,,,HSPA 42.2/5.76 Mbps,"2015, April. Released 2015, April",162.0,143.3,71.9,162.0,8.8,"Accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_6_plus-6777.php,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - PE-UL00,"1, 3, 41 - PE-UL00",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2014, December. Released 2014, December",165.0,150.5,75.7,165.0,7.5,"Accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_4x-6754.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 7, 38, 39, 40, 41",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2014, October. Released 2014, October",165.0,152.9,77.2,165.0,8.7,"Accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_holly-6738.php,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2, HSDPA,,,Class 12,Class 12,HSPA 21.1/5.76 Mbps,"2014, October. Released 2014, October",156.0,142.2,72.3,156.0,9.4,"Accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_4_play-6692.php,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3",,,,"HSPA, LTE","2014, September. Released 2014, September",160.0,143.0,72.0,160.0,8.5,"Accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_3c_play-6603.php,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,,,,HSPA,"2014, August. Released 2014, September",156.0,142.2,72.3,156.0,9.4,"Accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_6-6461.php,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - H60-L02, H60-L12","HSDPA 900 / 2100 - H60-L02, H60-L12, H60-L04","1, 3, 41 - H60-L02, H60-L12",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2014, June. Released 2014, August",130.0,139.6,69.7,130.0,7.5,"Accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_3x_pro-6398.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,,,,HSPA,"2014, May. Released 2014, June",162.0,149.5,77.4,162.0,8.9,"Accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_3c_4g-6395.php,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,"1, 3, 41",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, May. Released 2014, June",140.0,139.5,71.4,140.0,9.2,"Accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_3x_g750-5902.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - SIM 1 & SIM 2,,,,,HSPA 21.1/5.76 Mbps,"2013, December. Released 2013, December",162.0,149.5,77.4,162.0,8.9,"Accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_3c-5903.php,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,,,,HSPA,"2013, December. Released 2013, December",140.0,139.5,71.4,140.0,9.2,"Accelerometer, proximity, compass"
Honor,https://www.gsmarena.com/honor_3-5664.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 21.1/5.76 Mbps,"2013, August. Released 2013, August",138.0,133.0,67.2,138.0,9.9,"Accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_2-5092.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,"2012, October. Released 2012, November",145.0,134.0,67.5,145.0,10.5,"Accelerometer, gyro, proximity, compass"
Honor,https://www.gsmarena.com/honor_u8860-4197.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 14.4/5.76 Mbps,"2011, September. Released 2011, December",140.0,122.0,61.0,140.0,11.0,"Accelerometer, gyro, proximity, compass"
HP,https://www.gsmarena.com/hp_elite_x3-7954.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 26, 28, 29, 38, 39, 40, 41 - EMEA",,,,"HSPA 21.1/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2016, February. Released 2016, August",195.0,161.8,83.5,195.0,7.8,"Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer"
HP,https://www.gsmarena.com/hp_slate_17-7030.php,No cellular connectivity, N/A,,,,No,No,,"2014, September. Released 2014, September",2005.0,418.1,283.2,2005.0,15.8,Accelerometer
HP,https://www.gsmarena.com/hp_pro_slate_12-6963.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA,"2015, January. Released 2015, January",850.0,300.3,222.0,850.0,8.0,"Accelerometer, gyro, proximity, compass, barometer"
