Brand,url,NETWORK_Technology,NETWORK_2G_bands,NETWORK_3G_bands,NETWORK_4G_bands,NETWORK_5G_bands,NETWORK_GPRS,NETWORK_EDGE,NETWORK_Speed,LAUNCH_Announced,BODY_Weight,BODY_Length,BODY_Width,BODY_Weight,BODY_Thickness,FEATURES_Sensors
Motorola,https://www.gsmarena.com/motorola_w396-2483.php,GSM,GSM 900 / 1800 ,,,,Class 10,No,,"2008, August. Released 2008",94.0,95.0,45.0,94.0,17.0,
Motorola,https://www.gsmarena.com/motorola_w231-2515.php,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2008, Q3. Released 2008, November",85.0,108.0,44.0,85.0,14.9,
Motorola,https://www.gsmarena.com/motorola_em30-2480.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12,,"2008, August. Released 2008, September",100.0,115.0,53.0,100.0,10.6,
Motorola,https://www.gsmarena.com/motorola_em28-2479.php,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2008, August. Released 2009, February",90.0,94.0,49.5,90.0,17.0,
Motorola,https://www.gsmarena.com/motorola_em25-2478.php,GSM,GSM 900 / 1800 ,,,,Class 10,No,,"2008, August. Released 2009, July",90.0,101.0,46.0,90.0,13.9,
Motorola,https://www.gsmarena.com/motorola_pebl_vu20-2820.php,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 7.2/3.6 Mbps,"2008, July. Released 2008",103.0,100.0,48.9,103.0,18.9,
Motorola,https://www.gsmarena.com/motorola_motoactv_w450-2764.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2008. Released 2008,99.0,106.0,45.7,99.0,18.8,
Motorola,https://www.gsmarena.com/motorola_ve75-2475.php,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2008, July. Released 2008",137.0,112.0,51.0,137.0,20.0,
Motorola,https://www.gsmarena.com/motorola_zn5-2432.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12,,"2008, June. Released 2008, September",114.0,118.0,50.5,114.0,12.0,
Motorola,https://www.gsmarena.com/motorola_a1210-2893.php,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2009, April. Released 2008, July",125.0,102.0,53.8,125.0,20.5,
Motorola,https://www.gsmarena.com/motorola_a1600-2433.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2008, June. Released 2008, August",128.0,98.9,53.5,128.0,19.6,
Motorola,https://www.gsmarena.com/motorola_a1890-2980.php,GSM,GSM 900 / 1800 / 1900 / CDMA 800, EV-DO 800,,,Class 10,No,,"2008, September. Released 2009, Q4",132.0,95.3,52.5,132.0,25.0,
Motorola,https://www.gsmarena.com/motorola_a1800-2434.php,GSM,GSM 900 / 1800 / 1900 / CDMA 800,,,,Class 10,No,,"2008, June. Released 2009, May",132.0,95.3,52.5,132.0,25.0,
Motorola,https://www.gsmarena.com/motorola_a810-2437.php,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2008, June. Released 2008, August",100.0,105.0,51.0,100.0,14.0,
Motorola,https://www.gsmarena.com/motorola_w388-2473.php,GSM,GSM 900 / 1800 ,,,,Class 10,No,,"2008, July. Released 2008, July",86.0,109.0,46.0,86.0,14.7,
Motorola,https://www.gsmarena.com/motorola_z9-2334.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA 3.6/0.384 Mbps,"2008, April. Released 2008, April",139.0,114.0,53.0,139.0,14.0,
Motorola,https://www.gsmarena.com/motorola_z6w-2271.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12,,"2008, February. Released 2008, May",110.0,105.0,45.0,110.0,17.3,
Motorola,https://www.gsmarena.com/motorola_z6c-2325.php,GSM,GSM 900 / 1800 , CDMA 1xEVDO (800 / 1900 MHz),,,Yes,No,,"2007, December",105.0,107.0,46.0,105.0,16.0,
Motorola,https://www.gsmarena.com/motorola_w181-2270.php,GSM,GSM 900 / 1800 ,,,,No,No,,"2008, February. Released 2008, March",80.0,110.0,45.0,80.0,15.0,
Motorola,https://www.gsmarena.com/motorola_w177-2449.php,GSM,GSM 850 / 1900 ,,,,No,No,,"2008, April. Released 2008",82.0,113.8,42.9,82.0,14.0,
Motorola,https://www.gsmarena.com/motorola_w161-2269.php,GSM,GSM 900 / 1800 ,,,,No,No,,"2008, February. Released 2008",85.0,114.0,43.0,85.0,14.0,
Motorola,https://www.gsmarena.com/motorola_w270-2201.php,GSM,GSM 900 / 1800 ,,,,Class 10,No,,"2008, January. Released 2008",94.0,95.0,45.0,94.0,17.0,
Motorola,https://www.gsmarena.com/motorola_w230-2200.php,GSM,GSM 900 / 1800 ,,,,Class 10,No,,"2008, January",80.0,110.0,45.0,80.0,14.7,
Motorola,https://www.gsmarena.com/motorola_rizr_z10-2103.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,"2007, September. Released 2008, May",119.0,109.7,50.7,119.0,16.8,
Motorola,https://www.gsmarena.com/motorola_rokr_e8-2104.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12,,"2007, September. Released 2008, April",100.0,115.0,53.0,100.0,10.6,
Motorola,https://www.gsmarena.com/motorola_w377-2153.php,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,"2007, October",95.0,99.0,45.0,95.0,18.6,
Motorola,https://www.gsmarena.com/motorola_w213-2152.php,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2007, October",78.0,108.0,44.0,78.0,14.9,
Motorola,https://www.gsmarena.com/motorola_w180-2151.php,GSM,GSM 900 / 1800 ,,,,No,No,,"2007, October. Released 2008, January",85.0,114.0,43.0,85.0,14.0,
Motorola,https://www.gsmarena.com/motorola_w160-2150.php,GSM,GSM 900 / 1800 ,,,,No,No,,"2007, October",85.0,114.0,43.0,85.0,14.0,
Motorola,https://www.gsmarena.com/motorola_u9-2147.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12,,"2007, October. Released 2008, February",87.0,90.0,48.6,87.0,16.4,
Motorola,https://www.gsmarena.com/motorola_v1100-2330.php,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2007, March",115.0,100.0,48.0,115.0,18.9,
Motorola,https://www.gsmarena.com/motorola_pebl_u3-2102.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2007, September. Released 2008, December",105.0,87.5,49.0,105.0,22.2,
Motorola,https://www.gsmarena.com/motorola_razr2_v9-1990.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,"2007, May",125.0,103.0,53.0,125.0,13.3,
Motorola,https://www.gsmarena.com/motorola_razr2_v8-1991.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 12,,"2007, May",117.0,103.0,53.0,117.0,11.9,
Motorola,https://www.gsmarena.com/motorola_rokr_w5-2407.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2007, September",107.0,99.0,46.0,107.0,17.5,
Motorola,https://www.gsmarena.com/motorola_w490-2192.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2007, September. Released 2007, October",107.0,98.8,48.0,107.0,17.3,
Motorola,https://www.gsmarena.com/motorola_w395-1930.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2007, March. Released 2008",97.0,99.0,45.0,97.0,18.1,
Motorola,https://www.gsmarena.com/motorola_w380-1931.php,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,"2007, March. Released 2008",97.0,99.0,45.0,97.0,18.2,
Motorola,https://www.gsmarena.com/motorola_w360-1933.php,GSM,GSM 900 / 1800 ,,,,No,No,,"2007, March",98.0,113.0,47.0,98.0,11.9,
Motorola,https://www.gsmarena.com/motorola_w218-1932.php,GSM,GSM 900 / 1800 ,,,,No,No,,"2007, March",78.0,109.0,45.0,78.0,15.0,
Motorola,https://www.gsmarena.com/motorola_rizr_z8-1863.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,"2007, February",112.0,109.0,50.0,112.0,15.0,
Motorola,https://www.gsmarena.com/motorola_krzr_k3-1864.php,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,"2007, February",110.0,103.0,42.3,110.0,16.3,
Motorola,https://www.gsmarena.com/motorola_slvr_l9-1865.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2007, February",96.0,113.0,49.0,96.0,11.5,
Motorola,https://www.gsmarena.com/motorola_q_9h-1871.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 - Q 9h,,,,,HSPA 3.6/0.384 Mbps,"2007, February",134.0,118.0,67.0,134.0,11.8,
Motorola,https://www.gsmarena.com/motorola_q8-1232.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2005, July",115.0,116.0,64.0,115.0,11.5,
Motorola,https://www.gsmarena.com/motorola_w510-1872.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12,,"2007, February",107.0,99.0,46.0,107.0,17.5,
Motorola,https://www.gsmarena.com/motorola_w215-1874.php,GSM,GSM 900 / 1800 ,,,,No,No,,"2007, February. Released 2008, January",78.0,108.0,44.0,78.0,14.9,
Motorola,https://www.gsmarena.com/motorola_w205-1873.php,GSM,GSM 900 / 1800 ,,,,No,No,,"2007, February",78.0,108.0,44.0,78.0,14.9,
Motorola,https://www.gsmarena.com/motorola_rokr_z6-1825.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12,,"2007, January",105.0,105.0,45.0,105.0,16.2,
Motorola,https://www.gsmarena.com/motorola_rokr_e6-1810.php,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2006, December",121.0,111.0,51.5,121.0,14.5,
Motorola,https://www.gsmarena.com/motorola_slvr_l7e-1763.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2006, October",96.0,113.0,49.0,96.0,11.5,
Motorola,https://www.gsmarena.com/motorola_razr_maxx_v6-1649.php,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,"2006, July",105.0,104.0,53.0,105.0,15.0,
Motorola,https://www.gsmarena.com/motorola_razr_v3xx-1648.php,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA 3.6/0.384 Mbps,"2006, July",107.0,103.0,53.0,107.0,15.0,
Motorola,https://www.gsmarena.com/motorola_rizr_z3-1647.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Yes,,"2006, July",115.0,106.0,46.0,115.0,16.0,
Motorola,https://www.gsmarena.com/motorola_krzr_k1-1646.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 12,,"2006, July",102.0,103.0,42.0,102.0,16.0,
Motorola,https://www.gsmarena.com/motorola_w209-2023.php,GSM,GSM 900 / 1800 ,,,,No,No,,2007,78.0,108.0,44.0,78.0,14.9,
Motorola,https://www.gsmarena.com/motorola_w375-1601.php,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,"2006, June",88.0,99.0,45.0,88.0,18.6,
Motorola,https://www.gsmarena.com/motorola_w208-1602.php,GSM,GSM 900 / 1800 ,,,,No,No,,"2006, June",78.0,108.0,44.0,78.0,14.9,
Motorola,https://www.gsmarena.com/motorola_motofone_f3-1794.php,GSM,GSM 900 / 1800 ,,,,No,No,,"2006, June",70.0,114.0,47.0,70.0,9.0,
Motorola,https://www.gsmarena.com/motorola_w220-1458.php,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2006, February",93.0,95.0,46.0,93.0,16.7,
Motorola,https://www.gsmarena.com/motorola_v195-1457.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2006, February",100.0,91.0,47.0,100.0,23.0,
Motorola,https://www.gsmarena.com/motorola_v191-1609.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,No,,"2006, February",98.0,91.5,44.5,98.0,23.8,
Motorola,https://www.gsmarena.com/motorola_rokr_e2-1401.php,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 6,,"2006, January",107.0,106.0,49.5,107.0,18.0,
Motorola,https://www.gsmarena.com/motorola_razr_v3i-1352.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, November",100.0,98.0,53.0,100.0,13.9,
Motorola,https://www.gsmarena.com/motorola_rokr_e1-1273.php,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, September",107.0,108.0,46.0,107.0,20.5,
Motorola,https://www.gsmarena.com/motorola_a1200-1429.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, December",122.0,95.7,51.7,122.0,21.5,
Motorola,https://www.gsmarena.com/motorola_v3x-1120.php,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2005, Q1",125.0,99.0,55.0,125.0,20.0,
Motorola,https://www.gsmarena.com/motorola_e770-1320.php,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2005, Q4",115.0,111.0,46.0,115.0,20.7,
Motorola,https://www.gsmarena.com/motorola_slvr_l7-1053.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, Q1",96.0,113.0,49.0,96.0,11.5,
Motorola,https://www.gsmarena.com/motorola_pebl_u6-1077.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, Q1",110.0,86.5,49.0,110.0,20.0,
Motorola,https://www.gsmarena.com/motorola_c261-1307.php,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2005, Q3",91.0,109.9,49.9,91.0,14.9,
Motorola,https://www.gsmarena.com/motorola_c139-1304.php,GSM,GSM 900 / 1800 ,,,,No,No,,"2005, Q3",85.0,100.6,45.6,85.0,21.8,
Motorola,https://www.gsmarena.com/motorola_c118-1303.php,GSM,GSM 900 / 1800 ,,,,No,No,,"2005, Q3",86.0,101.3,45.7,86.0,21.5,
Motorola,https://www.gsmarena.com/motorola_c113-1301.php,GSM,GSM 900 / 1800 ,,,,No,No,,"2005, Q3",86.0,101.0,45.7,86.0,21.5,
Motorola,https://www.gsmarena.com/motorola_v360-1058.php,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2005, Q1",104.0,90.0,47.0,104.0,24.0,
Motorola,https://www.gsmarena.com/motorola_l6-1118.php,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, Q1",86.0,113.0,49.0,86.0,10.9,
Motorola,https://www.gsmarena.com/motorola_razr_v3-853.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q3",95.0,98.0,53.0,95.0,13.9,
NEC,https://www.gsmarena.com/nec_terrain-5553.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,"4, 17",,,,"HSPA, LTE","2013, June. Released 2013, June",171.0,127.5,64.5,171.0,14.5,"Accelerometer, proximity, compass"
Neonode,https://www.gsmarena.com/neonode_n2-1903.php,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,No,,"2007, February",70.0,77.0,47.0,70.0,14.7,
NIU,https://www.gsmarena.com/niu_niutek_3g_3_5_n209-5085.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - SIM 1 only,,,,,HSPA 14.4/5.76 Mbps,"2012, June. Released 2012, November",71.0,117.0,63.0,71.0,12.0,"Accelerometer, proximity"
NIU,https://www.gsmarena.com/niu_niutek_3g_4_0_n309-4927.php,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - SIM 1 only,,,,,HSPA 14.4/5.76 Mbps,"2012, June. Released 2012, August",71.0,123.5,65.0,71.0,10.5,"Accelerometer, proximity"
NIU,https://www.gsmarena.com/niu_domo_n102-4672.php,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,No,No,,"2012, January. Released 2012, January",90.0,123.0,58.0,90.0,15.9,
NIU,https://www.gsmarena.com/niu_lotto_n104-4674.php,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Up to 48 kbps,No,,"2012, January. Released 2012, January",55.0,111.5,47.0,55.0,13.2,
NIU,https://www.gsmarena.com/niu_pana_n105-4675.php,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Up to 48 kbps,No,,"2012, January. Released 2012, January",68.0,111.0,58.5,68.0,11.8,
NIU,https://www.gsmarena.com/niu_niutekq_n108-4677.php,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Up to 48 kbps,No,,"2012, January. Released 2012, January",73.0,107.9,59.4,73.0,13.7,"Accelerometer, compass"
NIU,https://www.gsmarena.com/niu_niutek_n109-4678.php,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Up to 48 kbps,No,,"2012, January. Released 2012, January",71.0,107.8,58.2,71.0,13.7,"Accelerometer, compass"
Nokia,https://www.gsmarena.com/nokia_c210-12472.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 , LTE,,,,"HSPA, LTE","2023, August 16",167.0,159.5,73.9,167.0,8.6,Yes
Nokia,https://www.gsmarena.com/nokia_g310-12471.php,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 , LTE, SA/NSA,,,"HSPA, LTE, 5G","2023, August 16",195.0,165.1,75.7,195.0,8.6,"Fingerprint (side-mounted), accelerometer, proximity"
Nokia,https://www.gsmarena.com/nokia_150_(2023)-12465.php,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,No,No,,"2023, August 10",106.0,131.0,50.6,106.0,15.2,No
Nokia,https://www.gsmarena.com/nokia_130_(2023)-12464.php,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,No,No,,"2023, August 10",98.0,130.9,50.6,98.0,14.0,No
Nokia,https://www.gsmarena.com/nokia_g42-12381.php,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 13, 20, 28, 38, 39, 40, 41, 66","1, 2, 3, 5, 7, 8, 28, 40, 41, 66, 77, 78 SA/NSA",,,"HSPA, LTE, 5G","2023, June 28",193.0,165.0,75.8,193.0,8.6,"Fingerprint (side-mounted), accelerometer, proximity, compass"
Nokia,https://www.gsmarena.com/nokia_c300-12322.php,GSM / HSPA / LTE,GSM 850 / 1900 ,HSDPA 850 / 1700 / 1900 , LTE,,,,"HSPA, LTE","2023, June 02",190.0,166.7,76.6,190.0,8.6,"Fingerprint (side-mounted), accelerometer, proximity, barometer"
Nokia,https://www.gsmarena.com/nokia_c110-12321.php,GSM / HSPA / LTE,GSM 850 / 1900 ,HSDPA 850 / 1700 / 1900 ,"2, 4, 5, 12, 13, 41, 66, 71",,,,"HSPA, LTE","2023, June 02",172.0,160.8,74.0,172.0,8.5,"Accelerometer, proximity, barometer"
Nokia,https://www.gsmarena.com/nokia_110_4g_(2023)-12285.php,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,,,,"HSPA, LTE","2023, May 18",94.0,121.5,50.0,94.0,14.4,
Nokia,https://www.gsmarena.com/nokia_110_(2023)-12284.php,GSM,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),,,,Yes,Yes,,"2023, May 18",79.0,115.1,49.4,79.0,14.5,
Nokia,https://www.gsmarena.com/nokia_106_4g_(2023)-12286.php,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8",,,,"HSPA, LTE","2023, May 18",93.0,121.5,50.0,93.0,14.4,
Nokia,https://www.gsmarena.com/nokia_106_(2023)-12283.php,GSM,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),,,,Yes,Yes,,"2023, May 18",79.0,115.1,49.4,79.0,14.5,
Nokia,https://www.gsmarena.com/nokia_105_4g_(2023)-12282.php,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,,,,"HSPA, LTE","2023, May 18",93.0,121.5,50.0,93.0,14.4,
Nokia,https://www.gsmarena.com/nokia_105_(2023)-12281.php,GSM,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),,,,Yes,Yes,,"2023, May 18",78.0,115.1,49.4,78.0,14.5,
Nokia,https://www.gsmarena.com/nokia_xr21-12244.php,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 32, 38, 39, 40, 41, 42, 43, 48, 66, 71","1, 2, 3, 5, 7, 20, 25, 28, 40, 41, 66, 71, 77, 78, 79 SA/NSA",,,"HSPA, LTE-A, 5G","2023, May 03",231.0,168.0,78.6,231.0,10.5,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer"
Nokia,https://www.gsmarena.com/nokia_c12_plus-12210.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 , LTE,,,,"HSPA, LTE","2023, April 01",,,,,,"Accelerometer, proximity"
Nokia,https://www.gsmarena.com/nokia_c12_pro-12184.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 , LTE,,,,"HSPA, LTE","2023, March 21",177.0,160.6,74.3,177.0,8.8,"Accelerometer, proximity"
Nokia,https://www.gsmarena.com/nokia_c32-12139.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 , LTE,,,,"HSPA, LTE","2023, February 25",199.0,164.6,75.9,199.0,8.6,"Fingerprint (side-mounted), accelerometer, proximity"
Nokia,https://www.gsmarena.com/nokia_c22-12138.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 , LTE,,,,"HSPA, LTE","2023, February 25",190.0,164.6,75.9,190.0,8.6,"Fingerprint (rear-mounted), accelerometer, proximity"
Nokia,https://www.gsmarena.com/nokia_g22-12137.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41",,,,"HSPA, LTE","2023, February 25",196.0,165.0,76.2,196.0,8.5,"Fingerprint (side-mounted), accelerometer, proximity"
Nokia,https://www.gsmarena.com/nokia_c12-12085.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 , LTE,,,,"HSPA, LTE","2023, January 18",177.0,160.6,74.3,177.0,8.8,"Accelerometer, proximity"
Nokia,https://www.gsmarena.com/nokia_2780_flip-11973.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 5, 7, 12, 13, 17, 25, 26, 41, 66, 71",,,,"HSPA, LTE Cat4 150/50 Mbps","2022, November 03",131.0,202.1,58.0,131.0,11.5,
Nokia,https://www.gsmarena.com/nokia_x30-11831.php,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 39, 40, 41","1, 3, 5, 7, 8, 28, 38, 40, 41, 77, 78 SA/NSA/Sub6",,,"HSPA, LTE-A (CA), 5G","2022, September 01",185.0,158.9,73.9,185.0,8.0,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass"
Nokia,https://www.gsmarena.com/nokia_g100-12373.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 5, 7, 12, 13, 17, 44, 66, 71",,,,"HSPA, LTE","2022, September 22",195.0,166.6,76.7,195.0,8.9,"Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer"
Nokia,https://www.gsmarena.com/nokia_g60-11826.php,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - International,"1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41 - International","1, 3, 5, 7, 28, 38, 40, 41, 77, 78 SA/NSA/Sub6 - International",,,"HSPA, LTE, 5G","2022, September 01",190.0,166.0,75.9,190.0,8.6,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass"
Nokia,https://www.gsmarena.com/nokia_c31-11825.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 - International,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2022, September 01",200.0,169.2,78.0,200.0,8.6,"Fingerprint (rear-mounted), accelerometer, proximity"
Nokia,https://www.gsmarena.com/nokia_t21-11823.php,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - US, LATAM","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 40, 66 - US, LATAM",,,,"HSPA 42.2/5.76 Mbps, LTE Cat7 300/150 Mbps","2022, September 01",466.0,247.5,157.3,466.0,7.5,"Accelerometer, proximity"
Nokia,https://www.gsmarena.com/nokia_g400-11818.php,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 5, 12, 13, 25, 26, 41, 66, 71","2, 5, 25, 41, 66, 71, 77 SA/NSA",,,"HSPA, LTE, 5G","2022, January 05",198.0,166.4,76.7,198.0,8.8,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer"
Nokia,https://www.gsmarena.com/nokia_110_(2022)-11741.php,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,No,No,,"2022, August 05",,,,,,
