Brand,NETWORK_Technology,NETWORK_2G_bands,NETWORK_3G_bands,NETWORK_4G_bands,NETWORK_5G_bands,NETWORK_GPRS,NETWORK_EDGE,NETWORK_Speed,LAUNCH_Announced,BODY_Weight,BODY_Length,BODY_Width,BODY_Thickness,FEATURES_Sensors,MISC_Price_Euro
Nokia,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28, 38, 40, 66 - USA",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, July 18",160.0,149.5,72.0,8.1,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",190.39
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 2100 - APAC, EMEA, HK","1, 3, 5, 7, 8, 20, 38, 40 - APAC, EMEA, HK",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, May",150.0,151.1,70.7,8.3,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",245.16
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 2100 - APAC, EMEA, India","1, 3, 5, 7, 8, 20, 38, 40 - APAC, EMEA",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, May",138.0,146.3,68.7,8.7,"Accelerometer, gyro, proximity, compass",201.45
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 2100 - APAC, EMEA, India","1, 3, 5, 7, 8, 20, 38, 40 - APAC, EMEA",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, May",174.0,153.6,77.6,9.7,"Accelerometer, proximity",105.67
Nokia,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 - Europe,"1, 3, 5, 7, 8, 20 - Europe",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, February 25",117.0,133.5,49.3,14.9,,140.35
Nokia,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2018, February 25",177.0,140.9,73.0,7.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",1015.15
Nokia,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Global",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, February 25",183.0,158.4,75.6,8.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",490.5
Nokia,GSM / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - EMEA & APAC",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, January 05",172.0,148.8,75.8,8.2,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",222.32
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 - EMEA/APAC,"1, 3, 5, 7, 8, 20, 38, 40 - EMEA/APAC",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, February",131.0,133.6,67.8,9.5,"Accelerometer, proximity",101.62
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, January",88.0,117.0,52.4,13.4,,108.62
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, October",161.0,143.5,71.3,9.3,"Accelerometer, proximity, compass",115.39
Nokia,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 8, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, October",153.0,141.2,71.5,7.9,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",225.07
Nokia,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - Single SIM,,,,,HSPA,"2017, September",88.0,117.0,52.4,13.4,,70.17
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps","2017, August 16",160.0,151.5,73.7,7.9,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",306.48
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),,,,No,No,,"2017, July",73.0,112.0,49.5,14.4,,25.96
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),,,,Yes,Yes,,"2017, July",74.0,111.5,48.4,14.2,,32.55
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, February 24",140.0,143.4,71.4,8.5,"Accelerometer, gyro, proximity, compass",100.77
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, February 26",160.0,149.7,72.5,8.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",174.04
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, January. Released 2017, January 19",169.0,154.0,75.8,7.9,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",408.93
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),,,,Yes,Yes,,"2017, February",85.0,115.6,51.0,12.8,,67.81
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),,,,Yes,Yes,,"2016, December. Released 2017, January",81.0,118.0,50.2,13.5,,31.54
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),,,,Up to 85.6 kbps,Up to 236.8 kbps,,"2016, September. Released 2016, October",82.0,118.0,50.2,13.5,,47.47
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Up to 85.6 kbps,Up to 236.8 kbps,,"2015, November. Released 2015, December",91.0,124.6,53.4,10.9,,75.41
Nokia,GSM,GSM 900 / 1800 ,,,,Up to 85.6 kbps,Up to 236.8 kbps,,"2015, November. Released 2015, December",91.0,124.6,53.4,10.9,,77.15
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Up to 85.6 kbps,Up to 236.8 kbps,,"2015, August. Released 2015, September",79.0,116.0,50.0,12.9,,47.38
Nokia,GSM,GSM 900 / 1800 ,,,,Up to 85.6 kbps,Up to 236.8 kbps,,"2015, August. Released 2015, September",79.0,116.0,50.0,12.9,,41.64
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,No,No,,"2015, June. Released 2015, June",69.0,108.5,45.5,14.1,,25.94
Nokia,GSM,GSM 900 / 1800 ,,,,No,No,,"2015, June. Released 2015, June",69.0,108.5,45.5,14.1,,22.38
Nokia,GSM,GSM 900 / 1800 - RM-1111,,,,Yes,No,,"2015, January. Released 2015, May",78.0,116.0,50.0,12.9,,36.519999999999996
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2 - RM-1110,,,,Yes,No,,"2015, January. Released 2015, February",78.0,116.0,50.0,12.9,,33.08
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 - RM-1010,"3, 7, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, December. Released 2014, December",136.0,129.5,66.7,9.2,Accelerometer,104.08
Nokia,No cellular connectivity, N/A,,,,No,No,,"2014, November. Released 2015, January",318.0,200.7,138.6,6.9,"Accelerometer, gyro, compass",325.32
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,"2014, September. Released 2014, September",130.0,134.7,68.5,8.7,"Accelerometer, proximity, compass, sensor core",172.07
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 - RM-1039,"2, 4, 5, 7, 17 - RM-1039",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, September. Released 2014, September",134.0,134.7,68.5,8.9,"Accelerometer, gyro, proximity, compass, sensor core",223.47
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, September. Released 2014, September",150.0,139.4,70.7,8.5,"Accelerometer, gyro, proximity, compass",330.98
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,No,,,"2014, August. Released 2014, September",67.0,106.0,45.5,13.9,,21.82
Nokia,GSM,GSM 900 / 1800 ,,,,No,,,"2014, August. Released 2014, September",68.0,106.0,45.5,13.9,,27.740000000000002
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,"2014, July. Released 2014, August",129.0,119.7,62.3,11.7,Accelerometer,104.54
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,"2014, July. Released 2014, August",129.0,119.7,62.3,11.7,Accelerometer,103.78
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,"2014, June. Released 2014, July",150.0,121.7,68.3,11.1,"Accelerometer, proximity",91.35
Nokia,GSM,GSM 900 / 1800 ,,,,Up to 85.6 kbps,Up to 236.8 kbps,,"2014, April. Released 2014, May",99.0,124.0,55.5,10.4,,50.87
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Up to 85.6 kbps,Up to 236.8 kbps,,"2014, April. Released 2014, May",100.0,124.0,55.5,10.4,,54.28
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, April. Released 2014, July",167.0,137.0,71.0,9.8,"Accelerometer, gyro, proximity, compass, sensor core",375.53
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 - RM-974,"3, 7, 20 - RM-974",,,,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2014, April. Released 2014, June",134.0,129.5,66.7,9.2,"Accelerometer, sensor core",110.35
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,"2014, April. Released 2014, May",134.0,129.5,66.7,9.2,"Accelerometer, sensor core",147.05
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 900 / 2100 - RM-976,,,,,HSPA 21.1/5.76 Mbps,"2014, April. Released 2014, May",134.0,129.5,66.7,9.2,"Accelerometer, sensor core",114.53
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,"2014, February. Released 2014, May",190.0,141.4,77.7,10.9,"Accelerometer, proximity",101.06
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,"2014, February. Released 2014, May",128.0,115.5,63.0,10.4,"Accelerometer, proximity",124.34
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,"2014, February. Released 2014, March",128.0,115.5,63.0,10.4,"Accelerometer, proximity",101.17
Nokia,GSM,GSM 850 / 900 / 1800 / 1900 - RM-987,,,,Up to 42.8 kbps,Up to 236.8 kbps,,"2014, February. Released 2014, February",89.0,99.5,58.6,13.2,"Accelerometer, proximity",65.43
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),,,,Up to 85.6 kbps,No,,"2014, February. Released 2014, February",83.0,116.4,50.3,13.2,,47.45
Nokia,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"4, 13",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2014, February. Released 2014, February",167.0,137.0,71.0,9.8,"Accelerometer, gyro, proximity, compass, sensor core",408.07
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - RM-998,HSDPA 900 / 2100 - RM-998,,,,,HSPA 21.1/5.76 Mbps,"2013, November. Released 2014, January",124.0,119.9,64.0,9.9,"Accelerometer, proximity",126.97
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,"HSDPA 850 / 900 / 1900 / 2100 - RM-937, RM-939, RM-940","1, 3, 7, 8, 20 - RM-937",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2013, October. Released 2013, November",209.0,162.8,85.4,8.7,"Accelerometer, gyro, proximity, compass, sensor core",355.84
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 2100 - RM-994,"3, 7, 20 - RM-994",,,,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2013, October. Released 2014, January",220.0,164.2,85.9,9.8,"Accelerometer, proximity, compass",214.7
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 1800 / 1900 / 2100 - RX-113,"3, 7, 20 - RX-113",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2013, October. Released 2013, December",615.0,267.0,168.0,8.9,"Accelerometer, gyro, proximity, compass",363.33
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,"2013, October. Released 2013, November",111.0,102.6,60.6,12.7,"Accelerometer, proximity",100.39
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,"2013, October. Released 2013, November",110.0,102.6,60.6,12.7,"Accelerometer, proximity",94.77
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Up to 85.6 kbps,Up to 236.8 kbps,,"2013, October. Released 2013, November",100.0,99.6,59.5,11.1,"Accelerometer, proximity",82.07
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Up to 42.8 kbps,Up to 236.8 kbps,,"2013, October. Released 2013, December",101.0,100.3,58.1,12.8,"Accelerometer, proximity",67.22
Nokia,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Up to 42.8 kbps,Up to 236.8 kbps,,"2013, October. Released 2013, December",101.0,100.3,58.1,12.8,"Accelerometer, proximity",67.11
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,No,No,,"2013, September. Released 2013, October",70.0,110.4,47.0,13.5,,33.43
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 - SIM 1,,,,,HSPA 7.2/5.76 Mbps,"2013, August. Released 2013, September",101.0,114.0,48.0,11.0,,145.3
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,No,No,,"2013, August. Released 2013, October",75.0,112.9,47.5,14.9,,26.67
Nokia,GSM,GSM 900 / 1800 ,,,,No,No,,"2013, August. Released 2013, November",74.0,112.9,47.5,14.9,,26.85
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"3, 7, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2013, July. Released 2013, August",159.0,133.3,72.3,9.2,"Accelerometer, proximity",166.27
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,"HSDPA 850 / 900 / 1900 / 2100 - RM-875, RM-877","1, 3, 7, 8, 20 - RM-875",,,,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2013, July 11. Released 2013, July 22",158.0,130.4,71.4,10.4,"Accelerometer, gyro, proximity, compass, barometer",400.88
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,"2013, July. Released 2013, July",89.0,114.2,50.9,12.8,,61.2
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,"2013, July. Released 2013, October",91.0,114.2,50.9,12.8,,64.29
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 1900 / 2100 - RM-892,"1, 3, 7, 8, 20 - RM-892",,,,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2013, May. Released 2013, June",139.0,129.0,70.6,8.5,"Accelerometer, gyro, proximity, compass",262.09
Nokia,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"4, 13 - Verizon",,,,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2013, April. Released 2013, May",162.0,133.0,68.9,10.1,"Accelerometer, gyro, proximity, compass",387.73
Nokia,GSM,GSM 900 / 1800 - RM-899850 / 1900 - RM-900,,,,Up to 85.6 kbps,Up to 236.8 kbps,,"2013, May. Released 2013, June",98.0,99.2,58.0,12.1,"Accelerometer, proximity",82.55
Nokia,GSM,GSM 850 / 1900 - RM-926900 / 1800 - RM-925,,,,Class 32,Class 32,,"2013, April. Released 2013, May",97.0,111.5,60.0,11.8,,57.89
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,"2013, February. Released 2013, April",128.0,127.9,67.5,9.0,"Accelerometer, proximity, compass",203.68
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 900 / 2100 - RM-914,,,,,HSPA 21.1/5.76 Mbps,"2013, February. Released 2013, April",124.0,119.9,64.0,9.9,"Accelerometer, proximity",71.7
Nokia,GSM / HSPA,"GSM 850 / 900 / 1800 / 1900 - RM-840, RM-841","HSDPA 900 / 2100 - RM-840, RM-839",,,,,HSPA 7.2/5.76 Mbps,"2013, February. Released 2013, April",102.0,114.0,50.0,12.5,,76.38
Nokia,GSM,GSM 900 / 1800 ,,,,No,No,,"2013, February. Released 2013, May",70.0,107.0,44.8,14.3,,27.1
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Up to 85.6 kbps,Up to 236.8 kbps,,"2013, February. Released 2013, March",103.0,109.9,54.0,13.0,Accelerometer,85.2
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA 7.2/0.384 Mbps,"2012, December. Released 2013, January",131.0,118.1,61.2,11.3,"Accelerometer, proximity",141.06
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,"2012, December. Released 2013, January",127.0,115.4,61.1,11.0,"Accelerometer, proximity, compass",120.06
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Up to 59.2 kbps,Up to 236.8 kbps,,"2012, November. Released 2012, December",80.0,110.0,46.0,14.8,,35.89
Nokia,GSM,GSM 850 / 1900 - RM-873,,,,Up to 85.6 kbps,Up to 236.8 kbps,,"2012, November. Released 2012, Q4",91.0,116.0,49.4,12.4,,76.19
Nokia,GSM,GSM 850 / 1900 - RM-863,,,,Up to 85.6 kbps,Up to 236.8 kbps,,"2012, November. Released 2012, Q4",94.0,112.8,61.1,13.0,,52.84
Nokia,GSM,GSM 900 / 1800 ,,,,Yes,Up to 236.8 kbps,,"2012, November. Released 2012, December",77.0,110.0,46.0,14.8,,43.26
Nokia,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,13,,,,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2012, October. Released 2012, November",141.0,127.8,68.4,11.2,"Accelerometer, gyro, proximity, compass",321.39
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,"2012, October. Released 2012, November",129.0,120.7,64.9,11.5,"Accelerometer, proximity",115.86
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 1700 / 2100 ,,,,,HSPA 42.2/5.76 Mbps,"2012, October. Released 2012, November",145.0,127.8,68.4,10.9,"Accelerometer, gyro, proximity, compass",252.28
Nokia,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Up to 85.6 kbps,Up to 236.8 kbps,,"2012, September. Released 2012, December",102.0,109.9,54.0,13.2,Accelerometer,97.69
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Up to 85.6 kbps,Up to 236.8 kbps,,"2012, September. Released 2012, October",104.0,109.9,54.0,13.0,Accelerometer,73.81
Nokia,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - RM-821, RM-820","HSDPA 850 / 900 / 1900 / 2100 - RM-821, RM-820","1, 3, 7, 8, 20 - RM-821",,,,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2012, September. Released 2012, November",185.0,130.3,70.8,10.7,"Accelerometer, gyro, proximity, compass",213.29
Nokia,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2012, September. Released 2012, November",160.0,123.8,68.5,9.9,"Accelerometer, gyro, proximity, compass",172.48
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,,,,,HSPA 14.4/5.76 Mbps,"2012, June. Released 2012, August",95.0,106.0,52.0,12.9,"Accelerometer, proximity",86.13
Nokia,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,Yes,,"2012, June. Released 2012, July",96.0,110.3,53.8,12.8,Accelerometer,76.79
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,Yes,,"2012, June. Released 2012, July",98.0,110.3,53.8,12.8,Accelerometer,73.72
Nokia,GSM,GSM 900 / 1800 ,,,,Yes,Yes,,"2012, May. Released 2012, September",77.0,110.0,46.0,14.8,,77.05
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,Yes,,"2012, May. Released 2012, September",85.0,110.4,46.9,15.4,,84.34
Nokia,GSM,GSM 900 / 1800 ,,,,Yes,Yes,,"2012, May. Released 2012, September",77.0,110.0,46.0,14.8,,53.33
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,Yes,,"2012, May. Released 2012, June",80.0,110.0,46.0,14.5,,44.99
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,"2012, April. Released 2012, September",135.0,119.0,62.0,12.0,"Accelerometer, proximity, compass",112.28
Nokia,GSM,GSM 900 / 1800 ,,,,No,No,,"2012, April. Released 2012, Q4",76.0,107.2,45.1,15.3,,12.76
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,,,,,HSPA 14.4/5.76 Mbps,"2012, February. Released 2012, June",169.0,123.9,60.2,13.9,"Accelerometer, proximity, compass",283.1
Nokia,GSM / CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev.A 3.1 Mbps,"2012, March. Released 2012, September",142.0,116.5,61.2,12.1,"Accelerometer, proximity, compass",176.35
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,"2012, February. Released 2012, April",131.0,119.0,62.0,12.0,"Accelerometer, proximity, compass",96.62
Nokia,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,,,,,HSPA 14.4/5.76 Mbps,"2012, February. Released 2012, March",106.0,115.2,58.9,13.5,,87.69
Nokia,GSM,GSM 900 / 1800 - RM-833,,,,Class 12,Class 12,,"2012, February. Released 2012, May",90.0,114.8,49.8,13.9,,85.93
Nokia,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Class 12,Class 12,,"2012, February. Released 2012, June",90.0,114.8,49.8,13.9,,76.73
