Brand,NETWORK_Technology,NETWORK_2G_bands,NETWORK_3G_bands,NETWORK_4G_bands,NETWORK_5G_bands,NETWORK_GPRS,NETWORK_EDGE,NETWORK_Speed,LAUNCH_Announced,BODY_Weight,BODY_Length,BODY_Width,BODY_Thickness,FEATURES_Sensors,MISC_Price_Euro
Huawei,No cellular connectivity, N/A, N/A, N/A,,No,No,No,"2020, August 31",21.0,46.0,30.0,10.7,"Accelerometer, gyro, heart rate, SpO2",90.82
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,,,"HSPA, LTE-A","2020, July 30",500.0,257.0,170.0,7.2,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",304.59
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41",,,,"HSPA, LTE","2020, September 09",450.0,240.2,159.0,7.9,"Accelerometer, proximity",207.28
Huawei,No cellular connectivity, N/A, N/A, N/A,,No,No,No,"2020, July 30",450.0,240.2,159.0,7.9,"Accelerometer, proximity",204.08
Huawei,GSM / HSPA / LTE,GSM 900 / 1800 ,HSDPA 2100 ,"1, 3, 7, 8, 38, 40 - Europe, Central Asia",,,,"HSPA, LTE","2020, July 30",67.0,53.0,45.7,14.7,"Accelerometer, gyro",174.62
Huawei,GSM / HSPA / LTE / 5G,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE (unspecified),"1, 38, 41, 77, 78, 79 SA/NSA",,,"HSPA, LTE-A, 5G","2020, June 19",192.0,160.0,75.3,8.4,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",254.11
Huawei,GSM / HSPA / LTE / 5G,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"1, 38, 41, 77, 78, 79 SA/NSA",,,"HSPA, LTE-A, 5G","2020, May 24",182.0,160.0,75.3,8.4,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",220.52
Huawei,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 26, 20, 28, 38, 40, 41",,,,"HSPA, LTE","2020, June 09",163.0,157.4,73.2,7.8,"Fingerprint (under display, optical), accelerometer, proximity, compass",264.16
Huawei,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 26, 20, 28, 38, 40, 41",,,,"HSPA, LTE","2020, May 18",163.0,157.4,73.2,7.8,"Fingerprint (under display, optical), accelerometer, proximity, compass",247.26
Huawei,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66","1, 3, 28, 38, 41, 77, 78, 79 SA/NSA",,,"HSPA, LTE-A, 5G","2020, May 15",189.0,162.3,75.0,8.6,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",174.8
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE (unspecified),,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps","2020, May 12",192.0,158.0,73.4,8.4,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",826.51
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Kobe2-L03,"1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41 - Kobe2-L09",,,,"HSPA, LTE","2020, May 07",310.0,199.7,121.1,8.6,Accelerometer,103.56
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 - JKM-LX2,"1, 3, 5, 7, 8, 28, 38, 40, 41 - JKM-LX2",,,,"HSPA, LTE-A","2020, May 6",180.0,162.4,77.1,8.1,"Fingerprint (rear-mounted), accelerometer, proximity, compass",147.35
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","2020, May 05",185.0,159.1,74.1,9.0,"Fingerprint (rear-mounted), accelerometer, proximity",166.71
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,,,"HSPA, LTE","2020, May 05",144.0,146.5,70.9,8.4,"Accelerometer, proximity",115.2
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2020, April 29",160.0,155.2,73.4,8.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",200.41
Huawei,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 26, 34, 38, 39, 40, 41","1, 3, 41, 77, 78, 79 SA/NSA",,,"HSPA, LTE-A, 5G","2020, April 23",178.0,160.4,73.7,8.0,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",483.1
Huawei,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 20, 26, 28, 38, 40, 41, 66 - International","1, 3, 28, 38, 41, 77, 78, 79 SA/NSA - International",,,"HSPA, LTE-A, 5G","2020, April 23",180.0,160.6,74.3,8.0,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",390.57
Huawei,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66 - International","1, 3, 28, 38, 41, 77, 78, 79 SA/NSA - International",,,"HSPA, LTE-A, 5G","2020, April 23. Released 2020, April 28",189.0,162.3,75.0,8.6,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",328.95
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,,,"HSPA, LTE-A","2020, April 23",450.0,245.2,155.0,7.4,"Accelerometer, gyro, proximity, compass",258.41
Huawei,No cellular connectivity, N/A, N/A, N/A,,No,No,No,"2020, March 26",43.0,53.0,46.8,10.8,"Accelerometer, gyro, heart rate, barometer, compass, SpO2",100.62
Huawei,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41",,,,"HSPA, LTE","2020, March 01",185.0,159.1,74.1,9.0,"Accelerometer, proximity",128.4
Huawei,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41","1, 3, 28, 38, 41, 77, 78, 79 SA/NSA",,,"HSPA, LTE-A, 5G","2020, March 26",226.0,158.2,72.6,9.0,"Infrared Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",1000.29
Huawei,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41 - ELS-NX9","1, 3, 28, 38, 41, 77, 78, 79 SA/NSA - ELS-NX9",,,"HSPA, LTE-A, 5G","2020, March 26",209.0,158.2,72.6,9.0,"Infrared Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",331.4
Huawei,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41","1, 3, 28, 38, 41, 77, 78, 79 SA/NSA",,,"HSPA, LTE-A, 5G","2020, March 26",175.0,148.9,71.1,8.5,"Infrared Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",523.68
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41 - ART-L29",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2020, March 04",176.0,159.8,76.1,8.1,"Fingerprint (rear-mounted), accelerometer, proximity, compass",156.92
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 2100 ,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 34, 38, 39, 40, 41 - JNY-L21A, JNY-L01A, JNY-L21B",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps","2020, February 27",183.0,159.2,76.3,8.7,"Fingerprint (side-mounted), accelerometer, proximity, compass",189.99
Huawei,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41", SA/NSA,,,"HSPA, LTE-A, 5G","2020, February 24",460.0,246.0,159.0,7.2,"Accelerometer, gyro, proximity, compass",556.89
Huawei,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41","1, 3, 28, 38, 41, 77, 78, 79 SA/NSA",,,"HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps, 5G (2+ Gbps DL)","2020, February 24",300.0,161.3,146.2,5.4,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",1958.8
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 4, 7, 8, 20, 38",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2020, January 14",152.0,152.9,72.7,7.4,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",365.81
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41 - ART-L29",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2020, February 07",176.0,159.8,76.1,8.1,"Fingerprint (rear-mounted), accelerometer, proximity, compass",143.78
Huawei,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 2100 ,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 34, 38, 39, 40, 41 - JNY-L21A, JNY-L01A, JNY-L21B",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps","2020, January 30",183.0,159.2,76.3,8.7,"Fingerprint (side-mounted), accelerometer, proximity, compass",248.94
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 1900 / 2100 - JAT-L29, JAT-LX1, JAT-LX1 NFC","1, 3, 5, 7, 8, 20, 38, 40, 41 - JAT-L29",,,,"HSPA, LTE-A","2020, January 30",150.0,156.3,73.5,8.0,"Fingerprint (rear-mounted), accelerometer, proximity",163.44
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20",,,,"HSPA, LTE-A","2019, December",206.0,163.1,77.2,8.8,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",297.83
Huawei,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 2100 ,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps","2019, December",183.0,159.2,76.3,8.7,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",288.16
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,,,"HSPA, LTE-A","2019, November 25",460.0,246.0,159.0,7.2,"Accelerometer, gyro, proximity, compass",453.38
Huawei,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41","41, 77, 78, 79 SA/NSA",,,"HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps, 5G (2+ Gbps DL)","2019, February",295.0,161.3,146.2,5.4,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",2156.14
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 28, 38, 40, 41 - International",,,,"HSPA, LTE-A","2019, November 08",206.0,163.1,77.2,8.8,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",225.96
Huawei,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 2100 ,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,,,"HSPA, LTE-A","2019, October",178.0,156.1,73.9,8.3,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",204.85
Huawei,GSM / CDMA / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 8, 38, 39, 40, 41",,,,"HSPA, LTE","2019, October 28",163.0,157.4,73.2,7.8,"Fingerprint (under display, optical), accelerometer, proximity, compass",205.88
Huawei,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 39, 40, 41",,,,"HSPA, LTE-A","2019, October",176.0,159.8,76.1,8.1,"Accelerometer, proximity, compass",153.13
Huawei,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41 - Global","1, 3, 28, 77, 78, 79 NSA/Sub6",,,"HSPA, LTE-A, 5G (2+ Gbps DL)","2019, September",198.0,158.1,73.1,9.3,"Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",1701.61
Huawei,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41 - Global","1, 3, 28, 38, 41, 77, 78, 79 NSA/Sub6",,,"HSPA, LTE-A, 5G (2+ Gbps DL)","2019, September 19",198.0,158.1,73.1,8.8,"Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass, color spectrum",1444.84
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41 - Global",,,,"HSPA, LTE-A","2019, September 19",198.0,158.1,73.1,8.8,"Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",1294.76
Huawei,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41","41, 77, 78, 79 NSA/Sub6",,,"HSPA, LTE-A, 5G (2+ Gbps DL)","2019, September",196.0,160.8,76.1,8.4,"Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",656.55
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66 - Global",,,,"HSPA, LTE-A","2019, September",196.0,160.8,76.1,8.4,"Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",552.0
Huawei,No cellular connectivity, N/A, N/A, N/A,,No,No,No,"2019, September",41.0,45.9,45.9,10.7,"Accelerometer, gyro, heart rate, barometer, compass",115.72
Huawei,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 2100 ,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,,,"HSPA, LTE-A","2019, July",178.0,156.1,73.9,8.3,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",290.03
Huawei,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, September",163.0,163.5,77.3,8.8,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",190.2
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41",,,,"HSPA, LTE-A","2019, August 27",174.0,154.3,74.0,7.8,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",342.69
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/75 Mbps","2019, June",498.0,257.0,170.0,7.2,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",306.06
Huawei,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/75 Mbps","2019, September",340.0,206.4,125.2,8.2,"Accelerometer, gyro, proximity, compass",354.9
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/75 Mbps","2019, June",320.0,206.4,125.2,7.4,"Accelerometer, gyro, proximity, compass",264.79
Huawei,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 2100 ,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,,,"HSPA, LTE-A","2019, June",171.0,157.4,74.8,7.3,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",397.41
Huawei,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 2100 ,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,,,"HSPA, LTE-A","2019, June",171.0,157.4,74.8,7.3,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",362.23
Huawei,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 2100 ,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,,,"HSPA, LTE-A","2019, June",178.0,159.1,75.9,8.3,"Fingerprint (rear-mounted), accelerometer, proximity, compass",263.12
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps","2019, August 01",196.0,163.5,77.3,8.9,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",222.48
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 20",,,,"HSPA, LTE-A","2019, June",178.0,159.1,75.9,8.3,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",288.44
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps","2019, May",196.0,163.5,77.3,8.8,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",286.53
Huawei,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41","77, 78, 79 SA/NSA/Sub6",,,"HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps, 5G (2+ Gbps DL)","2019, May",233.0,174.6,85.4,8.4,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass",761.02
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps","2019, March 26",192.0,158.0,73.4,8.4,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",677.29
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps","2019, March 26",165.0,149.1,71.4,7.6,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",185.95
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Europe, Canada","1, 3, 4, 7, 8, 20, 38 - Europe",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, March 27",159.0,152.9,72.7,7.4,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",423.77
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, March",159.0,152.9,72.7,7.4,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",276.89
Huawei,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA, LTE-A","2019, April 24",146.0,147.1,70.8,8.5,"Accelerometer, proximity",137.95
Huawei,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 8, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, March",150.0,156.3,73.5,8.0,"Accelerometer, proximity",120.14
