Brand,NETWORK_Technology,NETWORK_2G_bands,NETWORK_3G_bands,NETWORK_4G_bands,NETWORK_5G_bands,NETWORK_GPRS,NETWORK_EDGE,NETWORK_Speed,LAUNCH_Announced,BODY_Weight,BODY_Length,BODY_Width,BODY_Weight,BODY_Thickness,FEATURES_Sensors
Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2005, Q1",130.0,113.0,53.0,130.0,21.0,
Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2005, Q1",136.0,94.0,49.0,136.0,27.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2005, Q3",91.0,109.9,49.9,91.0,14.9,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2005, Q3",77.0,104.4,46.0,77.0,14.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,"2006, Q3",86.0,101.0,45.0,86.0,21.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,"2005, Q3",84.0,107.0,45.0,84.0,19.5,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,"2005, Q3",86.0,101.3,45.7,86.0,21.5,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q4",91.0,107.0,44.0,91.0,20.9,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, March",133.0,109.0,53.8,133.0,20.5,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, Q1",,,,,,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Yes,,"2005, Q1",95.0,87.0,47.0,95.0,23.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,Yes,,"2005, Q1",104.0,90.0,47.0,104.0,24.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, Q1",86.0,113.0,49.0,86.0,11.0,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2005, Q1",102.0,85.9,46.8,102.0,24.7,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Yes,,"2005, Q1",96.0,86.3,47.0,96.0,24.4,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2005, Q1",92.0,86.5,44.5,92.0,25.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2005, Q1",,,,,,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, Q1",102.0,111.0,47.0,102.0,22.0,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 4,,"2004, Q4",124.0,89.0,49.0,124.0,25.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,"2004, Q4",90.0,92.0,44.0,90.0,23.0,
Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2004, Q3",137.0,94.0,49.0,137.0,27.0,
Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2004, Q3",139.0,114.0,53.0,139.0,24.5,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q3",122.0,89.0,49.0,122.0,25.0,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Yes,,"2004, Q3",114.0,89.0,49.0,114.0,24.6,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q4",102.0,111.0,47.0,102.0,22.0,
Motorola,CDMA / EVDO / LTE,CDMA 800 / 1900 ,CDMA2000 1xEV-DO , LTE 700,,,,"EV-DO Rev.A 3.1 Mbps, LTE",Not officially announced yet,,,,,,"Accelerometer, proximity, compass"
Motorola,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA,Not officially announced yet,,,,,,"Accelerometer, proximity, compass"
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Yes,,"2004, Q3",141.0,106.0,53.0,141.0,24.0,
Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2004, Q3",137.0,94.0,49.0,137.0,27.0,
Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2004, Q3",139.0,114.0,53.0,139.0,24.0,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q3",115.0,88.0,48.0,115.0,24.0,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Yes,,"2004, Q3",120.0,89.0,49.0,120.0,25.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 10,No,,"2004, Q1",115.0,94.0,49.0,115.0,24.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q1",133.0,109.0,53.8,133.0,20.5,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q1",108.0,108.0,46.0,108.0,21.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q1",85.0,103.0,44.0,85.0,20.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q4",103.0,83.5,44.0,103.0,25.0,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q4",80.0,86.0,45.2,80.0,22.9,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2004, Q4",83.0,106.0,44.0,83.0,23.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 4,No,,"2004, Q3",80.0,104.0,49.0,80.0,24.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,"2004, Q3",81.0,98.0,45.0,81.0,21.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,"2004, Q3",81.0,98.0,45.0,81.0,21.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,"2004, Q1",174.0,99.7,61.2,174.0,24.0,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 8,No,,"2004, Q1",110.0,100.0,48.0,110.0,24.3,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,"2004, Q1",130.0,114.0,50.0,130.0,22.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,"2004, Q3",90.0,87.0,46.0,90.0,21.8,
Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2004, Q1",91.0,,,91.0,,
Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2004, Q1",140.0,114.0,52.0,140.0,23.0,
Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2004, Q1",160.0,116.0,57.5,160.0,20.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q1",120.0,100.0,53.0,120.0,21.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q1",100.0,99.0,45.0,100.0,23.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q1",80.0,107.0,44.0,80.0,20.9,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2003, Q4",108.0,99.0,45.0,108.0,23.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,"2003, Q1",89.0,105.0,41.0,89.0,18.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,"2004, Q1",84.0,105.0,44.0,84.0,20.0,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q1",123.0,89.0,49.0,123.0,24.8,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2003, Q4",100.0,85.5,44.0,100.0,24.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q1",92.0,86.0,45.0,92.0,25.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,"2003, Q4",85.0,82.0,42.0,85.0,21.5,
Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2003, Q4",210.0,148.0,60.0,210.0,24.0,
Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2003,212.0,148.0,60.0,212.0,24.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,"2003, Q3",110.0,94.0,49.0,110.0,27.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,"2003, Q3",118.0,89.0,48.0,118.0,27.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,"2003, Q3",93.0,90.0,47.0,93.0,23.0,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2003, Q3",114.0,89.0,49.0,114.0,24.8,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q1",113.0,89.0,46.0,113.0,23.6,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2003, Q3",123.0,89.0,49.0,123.0,24.8,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2003, Q3",123.0,89.0,49.0,123.0,25.3,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2003, Q3",122.0,89.0,49.0,122.0,24.8,
Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2003, Oct",115.0,88.0,48.0,115.0,24.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2003, Q4",75.0,82.0,43.0,75.0,20.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2003, Q4",100.0,107.0,46.0,100.0,22.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2003, Q4",94.0,98.0,43.0,94.0,19.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2003, Q4",85.0,98.0,43.0,85.0,17.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2003, Q2",80.0,101.0,42.0,80.0,19.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2003, Q1",80.0,107.0,46.0,80.0,22.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,"2003, Q3",84.0,105.0,44.0,84.0,20.0,
Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2003,157.0,135.0,58.2,157.0,24.2,
Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2003,157.0,135.0,53.0,157.0,24.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2003,120.0,100.0,53.0,120.0,21.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2003, Q3",97.0,87.0,47.0,97.0,22.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2003, Q3",97.0,87.0,47.0,97.0,22.4,
Motorola,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2003, Q3",97.0,87.0,47.0,97.0,22.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,"2003, Q2",138.0,98.0,58.0,138.0,24.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2003, Q1",80.0,101.0,42.0,80.0,19.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,2003,100.0,90.0,47.0,100.0,21.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2002, October",100.0,90.0,47.0,100.0,21.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2002, October",100.0,90.0,47.0,100.0,21.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,"2002, September",99.0,106.0,40.0,99.0,16.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Yes,No,,2003,85.0,115.0,44.0,85.0,21.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2003, Q2",93.0,107.0,45.0,93.0,20.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2002, October",85.0,115.0,44.0,85.0,20.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2002,83.0,94.0,38.0,83.0,18.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2002,80.0,102.0,46.0,80.0,19.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2002,75.0,101.0,42.0,75.0,19.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2002,84.0,107.0,46.0,84.0,22.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2002,83.0,101.0,48.0,83.0,21.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,"2002, September",82.0,106.0,44.0,82.0,16.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,"2002, Q4",103.0,87.0,45.0,103.0,24.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,2001,79.0,84.0,44.0,79.0,21.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 4,No,,2002,130.0,98.0,58.0,130.0,24.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,"2001, Q4",109.0,87.0,45.0,109.0,24.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 2,No,,2002,155.0,98.0,60.0,155.0,28.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,2001,109.0,125.0,49.0,109.0,24.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 4,No,,2002,108.0,125.0,49.0,108.0,24.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,No,No,,2001,97.0,130.0,46.0,97.0,23.0,
Motorola,GSM,GSM 900 / 1800 ,,,,Class 4,No,,2001,117.0,120.0,46.0,117.0,23.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2001,80.0,106.0,40.0,80.0,15.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 4,No,,2001,216.0,92.0,72.0,216.0,27.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2000,83.0,83.0,44.0,83.0,25.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,2001,79.0,84.0,44.0,79.0,21.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2000,83.0,83.0,44.0,83.0,25.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2000,140.0,130.0,47.0,140.0,27.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2000,137.0,98.0,60.0,137.0,29.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,"2000, Q3",79.0,82.0,43.0,79.0,26.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2000,140.0,130.0,47.0,140.0,27.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2000,150.0,137.0,50.0,150.0,23.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,No,No,,2000,140.0,130.0,46.0,140.0,23.0,
Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,No,No,,2000,140.0,130.0,46.0,140.0,23.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1999,83.0,83.0,44.0,83.0,25.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1998,83.0,83.0,44.0,83.0,25.0,
Motorola,GSM,GSM 900 ,,,,No,No,,1998,95.0,94.0,55.0,95.0,19.0,
Motorola,GSM,GSM 900 ,,,,No,No,,1997,112.0,98.0,57.0,112.0,23.0,
Motorola,GSM,GSM 900 ,,,,No,No,,1997,112.0,98.0,57.0,112.0,23.0,
Motorola,GSM,GSM 900 ,,,,No,No,,1997,112.0,98.0,57.0,112.0,23.0,
Motorola,GSM,GSM 1800 ,,,,No,No,,1997,112.0,98.0,57.0,112.0,23.0,
Motorola,GSM,GSM 900 ,,,,No,No,,1997,141.0,143.0,57.0,141.0,16.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1998,120.0,129.0,55.0,120.0,27.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1998,120.0,129.0,55.0,120.0,27.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1999,170.0,140.0,50.0,170.0,25.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1999,170.0,140.0,50.0,170.0,25.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1999,170.0,140.0,50.0,170.0,25.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1999,170.0,140.0,50.0,170.0,25.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1999,170.0,140.0,50.0,170.0,25.0,
Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1999,170.0,140.0,50.0,170.0,25.0,
Motorola,GSM,GSM 900 ,,,,No,No,,1998,170.0,140.0,50.0,170.0,27.0,
Motorola,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps",Not announced yet,,,,,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass"
MWg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,"2008, May",185.0,109.5,59.0,185.0,18.0,
MWg,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 1900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,"2007, January",145.0,106.0,58.0,145.0,18.0,
MWg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,"2007, April. Released 2007, July",157.0,123.0,65.0,157.0,17.0,
MWg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 7.2/0.384 Mbps,"2008, March",133.0,116.0,59.0,133.0,15.0,
MWg,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2008, March",120.0,122.0,65.0,120.0,13.5,
NEC,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2006, April",115.0,93.0,48.0,115.0,23.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2006,84.0,103.0,44.0,84.0,18.5,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2005,95.0,109.0,47.0,95.0,11.9,
NEC,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2006, May",90.0,92.0,44.0,90.0,19.2,
NEC,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2006, February",110.0,102.0,48.0,110.0,13.9,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2006, February",99.0,93.0,46.0,99.0,25.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,"2006, February",95.0,101.0,48.0,95.0,13.6,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2006, July",84.0,83.4,53.2,84.0,12.8,
NEC,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2005, Q2",79.0,87.0,56.0,79.0,14.0,
NEC,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2005, Q4",90.0,117.0,46.0,90.0,16.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, Q4",95.0,106.0,44.0,95.0,12.4,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, Q4",90.0,102.5,43.0,90.0,18.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, Q2",96.0,102.0,47.9,96.0,11.9,
NEC,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2005, Q3",113.0,94.4,47.5,113.0,24.5,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, Q1",95.0,93.0,46.0,95.0,24.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,"2005, Q1",90.0,90.0,44.0,90.0,23.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, Q2",95.0,109.0,43.0,95.0,12.7,
NEC,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2004, Q4",132.0,103.0,50.0,132.0,28.0,
NEC,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2005, Q1",70.0,70.0,51.0,70.0,18.6,
NEC,GSM,GSM 900 / 1800 ,,,,Class 10,No,,"2004, Q4",80.0,82.5,45.0,80.0,22.6,
NEC,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2004,Q4",70.0,85.0,54.0,70.0,9.5,
NEC,GSM,GSM 900 / 1800 ,,,,Class 10,No,,"2004, Q4",80.0,91.0,44.0,80.0,20.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q4",95.0,90.0,44.0,95.0,23.0,
NEC,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2004, Q4",112.0,101.5,51.5,112.0,20.7,
NEC,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2004, Q4",72.0,85.5,54.0,72.0,11.9,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,"2005, Q1",95.0,99.0,47.0,95.0,22.0,"Compass, thermometer, sound level meter"
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, Q1",95.0,93.0,46.0,95.0,24.0,
NEC,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q4",118.0,100.0,48.0,118.0,25.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2005, Q1",97.0,92.9,45.8,97.0,23.6,
NEC,GSM / UMTS,GSM 900 / 1800 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2004, Q3",125.0,100.0,50.0,125.0,26.0,
NEC,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2004, Q4",80.0,86.0,48.0,80.0,14.5,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q4",90.0,86.0,47.0,90.0,24.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, Q4",85.0,84.0,45.0,85.0,24.0,
NEC,GSM,GSM 900 / 1800 ,,,,Class 10,No,,"2004, Q3",85.0,84.0,45.0,85.0,24.0,
NEC,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2004, Q3",73.0,102.0,45.0,73.0,15.0,
NEC,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2004, Q3",77.0,102.0,45.0,77.0,16.0,
NEC,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2004, Q3",70.0,85.0,54.0,70.0,9.6,
NEC,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2004, Q3",114.0,93.8,47.1,114.0,23.3,
NEC,GSM,GSM 900 / 1900 ,,,,Yes,No,,"2004, Q3",102.0,99.5,52.5,102.0,20.0,
NEC,GSM,GSM 900 / 1900 ,,,,Yes,No,,"2004, Q3",95.0,89.0,48.5,95.0,21.2,
NEC,GSM / UMTS,GSM 900 / 1800 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2004, Q2",125.0,129.0,54.0,125.0,21.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,"2004, March",118.0,101.0,49.0,118.0,24.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,"2004, March",110.0,101.0,49.0,110.0,24.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,"2004, March",110.0,101.0,48.0,110.0,24.0,
NEC,GSM / UMTS,GSM 900 / 1800 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2004, Q1",126.0,146.0,54.0,126.0,20.0,
NEC,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2004, Q1",76.0,57.0,52.0,76.0,22.0,
NEC,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2004, Q1",70.0,85.0,54.0,70.0,8.6,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,"2004, Q2",110.0,101.0,49.0,110.0,24.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,"2003, Q4",110.0,101.0,48.0,110.0,24.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,"2004, Q1",95.0,91.0,45.0,95.0,26.0,
NEC,GSM,GSM 900 / 1800 ,,,,Class 8,No,,"2003, Q4",95.0,90.0,43.0,95.0,23.0,
NEC,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2003, Q4",110.0,93.5,48.0,110.0,25.0,
NEC,GSM / UMTS,GSM 900 / 1800 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2003, Q4",130.0,103.0,53.0,130.0,26.0,
NEC,GSM / UMTS,GSM 900 / 1800 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2003, Q4",130.0,103.0,53.0,130.0,26.0,
NEC,GSM / UMTS,GSM 900 / 1800 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2003, Q3",190.0,143.0,75.0,190.0,20.0,
NEC,GSM / UMTS,GSM 900 / 1800 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2003, Q1",200.0,105.0,80.0,200.0,23.0,
NEC,GSM / UMTS,GSM 900 / 1800 ,UMTS 2100 ,,,,,"Yes, 384 kbps","2003, Q1",145.0,109.0,53.0,145.0,32.0,
NEC,GSM,GSM 900 / 1800 ,,,,Yes,No,,"2003, Q4",110.0,101.0,48.0,110.0,24.0,
NEC,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 8,No,,2003,110.0,101.0,48.0,110.0,24.0,
NEC,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,"2003, Q2",90.0,90.0,43.0,90.0,23.0,
NEC,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2003,110.0,101.0,48.0,110.0,24.0,
NEC,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2003,110.0,88.0,45.0,110.0,26.0,
NEC,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2003,110.0,101.0,48.0,110.0,27.0,
NEC,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2002,120.0,102.0,52.0,120.0,24.7,
NEC,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2002,120.0,102.0,52.0,120.0,24.7,
NEC,GSM,GSM 900 / 1800 ,,,,No,No,,2001,,94.0,50.0,,26.0,
