Brand,NETWORK_Technology,NETWORK_2G_bands,NETWORK_3G_bands,NETWORK_4G_bands,NETWORK_5G_bands,NETWORK_GPRS,NETWORK_EDGE,NETWORK_Speed,LAUNCH_Announced,BODY_Weight,BODY_Length,BODY_Width,BODY_Weight,BODY_Thickness,FEATURES_Sensors
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - E130U,,,,,HSPA 21.1/5.76 Mbps,"2016, August. Released 2016, August",184.0,147.5,71.5,184.0,12.7,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D210U,,,,,HSPA 21.1/5.76 Mbps,"2016, August. Released 2016, August",162.0,144.5,71.5,162.0,12.0,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - E110U,,,,,HSPA 21.1/5.76 Mbps,"2016, August. Released 2016, August",136.0,146.5,73.2,136.0,10.5,"Accelerometer, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 7, 12, 17",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, August. Released 2016, August",169.0,146.1,73.8,169.0,7.5,"Accelerometer, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 7, 12, 17",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, June. Released 2016, June",142.0,143.5,72.0,142.0,8.7,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 - G030U,,,,,HSPA 21.1/5.76 Mbps,"2016, July. Released 2016, July",188.0,155.2,79.0,188.0,9.6,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - E090U,,,,,HSPA 21.1/5.76 Mbps,"2016, July. Released 2016, July",142.0,131.5,63.8,142.0,11.3,Accelerometer
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D730U,,,,,HSPA 21.1/5.76 Mbps,"2016, July. Released 2016, July",134.0,132.8,66.8,134.0,10.5,Accelerometer
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - N150U,,,,,HSPA 21.1/5.76 Mbps,"2016, July. Released 2016, July",151.0,143.0,73.8,151.0,9.8,"Accelerometer, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 7",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, July. Released 2016, July",208.0,160.9,81.2,208.0,8.4,"Fingerprint (front-mounted), accelerometer, gyro, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,"2016, June. Released 2016, June",,188.0,107.8,,9.9,Accelerometer
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 7, 12, 17",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, June. Released 2016, June",141.0,143.2,71.2,141.0,8.4,"Fingerprint (front-mounted), accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D250U,,,,,HSPA 21.1/5.76 Mbps,"2016, June. Released 2016, June",123.0,127.0,64.5,123.0,11.7,Accelerometer
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 - S230Q,,,,,HSPA 21.1/5.76 Mbps,"2016, May. Released 2016, May",153.0,144.4,72.5,153.0,8.5,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - N110U,,,,,HSPA 21.1/5.76 Mbps,"2016, March. Released 2016, March",183.0,162.0,84.5,183.0,8.5,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - N070U,,,,,HSPA 21.1/5.76 Mbps,"2016, May. Released 2016, May",151.0,143.0,73.8,151.0,9.8,"Accelerometer, proximity"
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,,"2016, May. Released 2016, May",144.0,146.0,73.6,144.0,9.9,Accelerometer
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,,"2016, June. Released 2016, June",136.0,131.5,63.8,136.0,11.3,Accelerometer
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - A030U,,,,,HSPA 21.1/5.76 Mbps,"2016, April. Released 2016, April",122.0,133.7,65.8,122.0,10.8,Accelerometer
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D110U,,,,,HSPA 21.1/5.76 Mbps,"2016, April. Released 2016, April",174.0,145.0,73.1,174.0,9.7,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D090U,,,,,HSPA 21.1/5.76 Mbps,"2016, April. Released 2016, April",172.0,145.0,73.4,172.0,9.8,"Accelerometer, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 - S0150UU,"2, 4, 7, 12, 17 - S0150UU",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, March. Released 2016, March",122.0,133.7,65.8,122.0,10.8,"Accelerometer, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"3, 7, 20, 38, 40 - L0030EE",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, March. Released 2016, March",150.0,142.4,72.0,150.0,9.5,"Fingerprint (rear-mounted), accelerometer, proximity, compass"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 - S0130UU,"2, 4, 7, 12, 17 - S0130UU",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, February. Released 2016, February",175.0,143.5,71.2,175.0,8.7,"Accelerometer, proximity, compass"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 - S0110UU,"2, 4, 7, 12, 17 - S0110UU",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, February. Released 2016, February",147.0,141.5,71.0,147.0,7.6,"Accelerometer, proximity, compass"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 12, 17",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, March. Released 2016, March",190.0,158.8,77.7,190.0,10.2,"Accelerometer, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 7",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, March. Released 2016, March",183.0,143.0,69.9,183.0,8.5,"Accelerometer, proximity, compass"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - L050U,"2, 4, 7, 12, 17",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, January. Released 2016, January",168.0,155.4,79.3,168.0,8.5,"Accelerometer, proximity, compass"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100 - S150L,,,,,HSPA 21.1/5.76 Mbps,"2016, March. Released 2016, March",183.0,153.8,77.4,183.0,9.1,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - E050U,,,,,HSPA 21.1/5.76 Mbps,"2016, February. Released 2016, February",190.0,143.5,71.0,190.0,9.6,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100 - N090L,,,,,HSPA 21.1/5.76 Mbps,"2016, February. Released 2016, February",162.0,152.6,77.9,162.0,8.3,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,"2016, February. Released 2016, February",133.0,143.3,71.5,133.0,8.4,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 - S090Q,,,,,HSPA 21.1/5.76 Mbps,"2016, January. Released 2016, January",176.0,144.7,71.2,176.0,10.2,"Accelerometer, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 7, 12, 17",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, January. Released 2016, January",154.0,155.3,76.7,154.0,7.5,"Accelerometer, proximity, compass"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 7, 12, 17",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2015, December. Released 2015, December",141.0,149.5,73.6,141.0,8.6,"Accelerometer, proximity, compass"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100 - S510Q,,,,,HSPA 21.1/5.76 Mbps,"2015, November. Released 2015, November",154.0,155.5,78.8,154.0,9.6,"Accelerometer, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100 ,"2, 4, 7, 12, 17",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, November. Released 2015, November",157.0,142.5,71.0,157.0,9.3,"Accelerometer, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 3, 4, 7, 12, 17, 28",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, October. Released 2015, October",266.0,190.0,99.8,266.0,8.5,"Accelerometer, proximity, compass"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D050U,,,,,HSPA 21.1/5.76 Mbps,"2015, October. Released 2015, October",122.0,126.0,64.0,122.0,11.0,Accelerometer
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"4, 7, 17",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, October. Released 2015, October",149.0,143.0,72.0,149.0,8.9,"Accelerometer, gyro, proximity, compass"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D030U,,,,,HSPA 21.1/5.76 Mbps,"2015, October. Released 2015, October",157.0,145.2,73.2,157.0,9.1,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D010U,,,,,HSPA 21.1/5.76 Mbps,"2015, October. Released 2015, October",148.0,142.5,71.0,148.0,9.3,"Accelerometer, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100 ,"2, 4, 7, 17",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, October. Released 2015, October",176.0,144.0,71.2,176.0,10.1,"Accelerometer, gyro, proximity, compass"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D950U,,,,,HSPA 21.1/5.76 Mbps,"2015, October. Released 2015, October",190.0,158.8,77.7,190.0,10.2,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 - E010Q,,,,,HSPA 21.1/5.76 Mbps,"2015, September. Released 2015, September",154.0,142.0,70.0,154.0,8.9,"Accelerometer, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 , LTE 1700 / 1900 / 2600,,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, September. Released 2015, September",98.0,141.9,68.1,98.0,5.1,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 - L010U,,,,,HSPA 21.1/5.76 Mbps,"2015, July. Released 2015, July",149.0,140.7,70.2,149.0,9.3,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 - P240U,,,,,HSPA 21.1/5.76 Mbps,"2015, August. Released 2015, August",298.0,197.2,107.0,298.0,8.9,Accelerometer
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 - S480U,,,,,HSPA 21.1/5.76 Mbps,"2015, August. Released 2015, August",248.0,194.0,107.0,248.0,9.3,Accelerometer
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D870U,,,,,HSPA 21.1/5.76 Mbps,"2015, August. Released 2015, August",126.0,143.0,71.0,126.0,8.5,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - V030U,,,,,HSPA 21.1/5.76 Mbps,"2015, July. Released 2015, July",111.0,141.0,68.4,111.0,7.8,"Accelerometer, proximity, gravity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - E030U,,,,,HSPA 21.1/5.76 Mbps,"2015, July. Released 2015, July",169.0,150.5,76.5,169.0,8.0,"Accelerometer, proximity, compass"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 7, 17",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, July. Released 2015, August",157.0,143.0,71.8,157.0,9.0,"Accelerometer, proximity, gravity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D890U,,,,,HSPA 21.1/5.76 Mbps,"2015, July. Released 2015, July",157.0,143.0,71.8,157.0,9.0,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - L290U,,,,,HSPA 21.1/5.76 Mbps,"2015, May. Released 2015, May",149.0,155.0,74.8,149.0,7.7,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D690U,,,,,HSPA 21.1/5.76 Mbps,"2015, May. Released 2015, May",178.0,155.0,79.0,178.0,9.9,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D830U,,,,,HSPA 21.1/5.76 Mbps,"2015, May. Released 2015, May",172.0,144.0,72.4,172.0,9.4,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - A010U,,,,,HSPA 21.1/5.76 Mbps,"2015, May. Released 2015, May",121.0,128.0,66.0,121.0,11.0,Accelerometer
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - S470a,,,,,HSPA 21.1/5.76 Mbps,"2015, April. Released 2015, April",136.0,146.0,66.3,136.0,9.6,"Accelerometer, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100 ,"4, 7, 17",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, April. Released 2015, April",146.0,145.0,72.0,146.0,8.2,"Accelerometer, gyro, proximity, compass"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100 ,"4, 7, 17 - X130Q",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, April. Released 2015, April",138.0,133.0,67.5,138.0,9.5,"Accelerometer, gyro, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100 ,"4, 7, 17",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, January. Released 2015, April",120.0,143.5,72.1,120.0,7.5,"Accelerometer, gyro, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100 ,"4, 7, 17",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, January. Released 2015, April",151.0,156.0,78.0,151.0,8.3,"Accelerometer, gyro, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 - D770U,,,,,HSPA 21.1/5.76 Mbps,"2015, January. Released 2015, January",170.0,155.5,76.6,170.0,10.6,"Accelerometer, gyro, proximity"
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700 / 1900 / 2100 ,"4, 7, 17",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, November. Released 2014, November",145.0,137.1,67.4,145.0,10.0,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900  - S430U,,,,,HSPA 21.1/5.76 Mbps,"2014, October. Released 2014, October",157.0,134.6,67.0,157.0,10.8,"Accelerometer, gyro, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900  - L810a,,,,,HSPA 21.1/5.76 Mbps,"2014, October. Released 2014, October",350.0,200.0,135.2,350.0,8.5,"Accelerometer, proximity"
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,,"2014, November. Released 2014, November",121.0,125.0,63.8,121.0,12.5,Accelerometer
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 - D390U,,,,,HSPA 21.1/5.76 Mbps,"2014, November. Released 2014, November",121.0,125.0,63.8,121.0,12.5,Accelerometer
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - W410a,,,,,HSPA 42.2/5.76 Mbps,"2014, September. Released 2014, September",125.0,125.0,64.0,125.0,10.6,"Accelerometer, proximity"
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 1700 - D670U,,,,,HSPA 21.1/5.76 Mbps,"2014, August. Released 2014, August",156.0,138.0,71.5,156.0,9.5,"Accelerometer, proximity"
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Class 12,Class 12,,"2014, August. Released 2014, August",171.0,145.0,73.0,171.0,9.7,Accelerometer
BLU,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700 / 1900 / 2100 ,"4, 7",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, April. Released 2014, May",162.0,145.5,72.5,162.0,9.0,"Accelerometer, gyro, proximity"
BLU,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12,,"2012, November. Released 2013, January",90.0,115.0,63.0,90.0,12.0,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Yes,,"2011, August. Released Exp. release 2012, Q1",120.0,101.0,55.0,120.0,16.5,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2011, July. Released 2011, Q3",73.0,103.0,57.6,73.0,12.5,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2011, July. Released 2011, Q3",70.0,92.0,44.5,70.0,18.0,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,No,,"2011, July. Released 2011, Q3",50.0,101.0,56.2,50.0,13.7,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,No,,"2011, July. Released 2011, Q3",48.0,100.5,43.0,48.0,14.8,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Class 12,Class 12,,"2011, February. Released 2011, Q2",120.0,109.0,56.0,120.0,12.5,
BLU,GSM,GSM 850 / 1900 ,,,,No,No,,"2011, February. Released 2011, Q2",,105.5,45.0,,12.7,
BLU,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,"2010, September. Released 2010, October",102.0,104.0,55.0,102.0,12.2,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Yes,No,,"2010, June. Released 2010, June",104.0,111.0,56.0,104.0,13.7,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Yes,No,,"2010, June. Released 2010, June",104.0,111.0,56.0,104.0,13.7,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Class 10,No,,"2010, September. Released 2010, September",83.0,103.0,44.0,83.0,15.0,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Yes,No,,"2010, September. Released 2010, Q4",102.0,109.0,45.0,102.0,9.9,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Yes,No,,"2010, September. Released 2010, September",102.0,109.0,45.0,102.0,9.9,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Yes,No,,"2010, September. Released 2010, September",87.0,110.0,48.8,87.0,14.2,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Yes,No,,"2009, August. Released 2009, August",87.0,110.0,48.8,87.0,14.2,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,"2010, September. Released 2010, Q4",104.0,108.0,53.0,104.0,14.0,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Yes,No,,"2010, June. Released 2010, June",120.0,120.0,56.0,120.0,14.6,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Yes,No,,"2010, June. Released 2010, June",92.0,102.0,45.0,92.0,12.8,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Yes,No,,"2010, June. Released 2010, June",87.0,96.8,41.0,87.0,13.5,
BLU,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Yes,No,,"2010, June. Released 2010, June",92.0,102.0,45.0,92.0,12.8,
BLU,GSM,GSM 850 / 1900 - SIM 1,,,,No,No,,"2010, January. Released 2010, January",83.0,98.0,41.0,83.0,12.5,
Bosch,GSM,GSM 900 / 1800 ,,,,No,No,,1999,109.0,122.0,50.0,109.0,17.0,
Bosch,GSM,GSM 900 / 1800 ,,,,No,No,,1999,99.0,112.0,50.0,99.0,17.0,
Bosch,GSM,GSM 900 ,,,,No,No,,1998,99.0,112.0,50.0,99.0,17.0,
Bosch,GSM,GSM 900 / 1800 ,,,,No,No,,1999,150.0,134.0,53.0,150.0,23.0,
Bosch,GSM,GSM 900 / 1900 ,,,,No,No,,1996,189.0,142.0,53.0,189.0,18.0,
Bosch,GSM,GSM 900 / 1800 ,,,,No,No,,1996,189.0,142.0,53.0,189.0,18.0,
Bosch,GSM,GSM 900 ,,,,No,No,,1996,145.0,144.0,57.0,145.0,19.0,
Bosch,GSM,GSM 900 ,,,,No,No,,1999,169.0,134.0,53.0,169.0,24.0,
Bosch,GSM,GSM 900 ,,,,No,No,,1997,189.0,134.0,53.0,189.0,17.0,
Bosch,GSM,GSM 900 ,,,,No,No,,1997,179.0,147.0,56.0,179.0,23.0,
Casio,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev.A 3.1 Mbps,"2010, October. Released 2010, October",131.0,109.2,53.3,131.0,20.3,"Accelerometer, compass, thermometer"
Casio,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,,,,EV-DO Rev.A 3.1 Mbps,"2010, February. Released 2011, March",170.0,112.8,56.2,170.0,24.6,"Accelerometer, compass, thermometer"
Celkon,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,,,,HSPA,"2015, August. Released 2015, August",113.0,125.0,65.0,113.0,10.2,Accelerometer
Celkon,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,,,,HSPA,"2015, August. Released 2015, August",119.0,132.0,67.0,119.0,9.3,Accelerometer
