Brand,NETWORK_Technology,NETWORK_2G_bands,NETWORK_3G_bands,NETWORK_4G_bands,NETWORK_5G_bands,NETWORK_GPRS,NETWORK_EDGE,NETWORK_Speed,LAUNCH_Announced,BODY_Weight,BODY_Length,BODY_Width,BODY_Weight,BODY_Thickness,FEATURES_Sensors,MISC_Price_Euro
Honor,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2016,153.0,145.5,71.0,153.0,7.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",202.57
Honor,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,140.0,144.2,72.5,140.0,9.0,"Accelerometer, proximity, compass",128.25
Honor,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 / TD-SCDMA - NEM-UL10,"1, 3, 7, 8, 20 - EU model",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,156.0,147.1,73.8,156.0,8.3,"Accelerometer, proximity, compass",174.42
Honor,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 38, 39, 40, 41",,,,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",2016,160.0,143.1,71.8,160.0,9.7,"Accelerometer, proximity",141.1
Honor,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 7, 8, 20",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2015,158.0,151.3,76.3,158.0,8.2,"Fingerprint (rear-mounted), accelerometer, proximity, compass",187.68
Honor,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 38, 39, 40, 41",,,,"HSPA, LTE",2015,160.0,141.6,71.2,160.0,7.8,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",254.07
Honor,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 1900 / 2100 - Europe,"1, 3, 7, 8, 20 - Europe",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2015,157.0,143.2,71.9,157.0,8.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",228.09
Honor,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,,,,HSPA 21.1/5.76 Mbps,2015,,134.3,66.7,,10.0,"Accelerometer, proximity",74.01
Honor,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - CHM-U01,,,,,HSPA 42.2/5.76 Mbps,2015,162.0,143.3,71.9,162.0,8.8,"Accelerometer, proximity, compass",170.79
Honor,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - PE-UL00,"1, 3, 41 - PE-UL00",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps",2014,165.0,150.5,75.7,165.0,7.5,"Accelerometer, gyro, proximity, compass",326.14
Honor,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 7, 38, 39, 40, 41",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2014,165.0,152.9,77.2,165.0,8.7,"Accelerometer, proximity, compass",207.61
Honor,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2, HSDPA,,,Class 12,Class 12,HSPA 21.1/5.76 Mbps,2014,156.0,142.2,72.3,156.0,9.4,"Accelerometer, proximity, compass",102.88
Honor,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3",,,,"HSPA, LTE",2014,160.0,143.0,72.0,160.0,8.5,"Accelerometer, proximity, compass",103.13
Honor,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,,,,HSPA,2014,156.0,142.2,72.3,156.0,9.4,"Accelerometer, proximity, compass",130.58
Honor,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - H60-L02, H60-L12","HSDPA 900 / 2100 - H60-L02, H60-L12, H60-L04","1, 3, 41 - H60-L02, H60-L12",,,,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps",2014,130.0,139.6,69.7,130.0,7.5,"Accelerometer, gyro, proximity, compass",294.88
Honor,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,,,,HSPA,2014,162.0,149.5,77.4,162.0,8.9,"Accelerometer, gyro, proximity, compass",208.02
Honor,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,"1, 3, 41",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2014,140.0,139.5,71.4,140.0,9.2,"Accelerometer, proximity, compass",207.66
Honor,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - SIM 1 & SIM 2,,,,,HSPA 21.1/5.76 Mbps,2013,162.0,149.5,77.4,162.0,8.9,"Accelerometer, gyro, proximity, compass",256.41
Honor,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,,,,HSPA,2013,140.0,139.5,71.4,140.0,9.2,"Accelerometer, proximity, compass",148.35
Honor,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 21.1/5.76 Mbps,2013,138.0,133.0,67.2,138.0,9.9,"Accelerometer, gyro, proximity, compass",235.74
Honor,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,2012,145.0,134.0,67.5,145.0,10.5,"Accelerometer, gyro, proximity, compass",157.14
Honor,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 14.4/5.76 Mbps,2011,140.0,122.0,61.0,140.0,11.0,"Accelerometer, gyro, proximity, compass",134.58
Honor,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE (unspecified),,,,"HSPA, LTE-A",,,,,,,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",
HP,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 26, 28, 29, 38, 39, 40, 41 - EMEA",,,,"HSPA 21.1/5.76 Mbps, LTE-A Cat6 300/50 Mbps",2016,195.0,161.8,83.5,195.0,7.8,"Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",701.09
HP,No cellular connectivity, N/A,,,,No,No,,2014,2005.0,418.1,283.2,2005.0,15.8,Accelerometer,371.81
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA,2015,850.0,300.3,222.0,850.0,8.0,"Accelerometer, gyro, proximity, compass, barometer",491.25
HP,No cellular connectivity, N/A,,,,No,No,,2015,855.0,280.0,182.0,855.0,14.4,"Accelerometer, compass",247.11
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA,2015,350.0,207.0,137.0,350.0,8.0,"Accelerometer, gyro, proximity, compass, barometer",390.24
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,2014,160.0,165.1,83.2,160.0,9.0,"Accelerometer, gyro, proximity, compass",204.99
HP,No cellular connectivity, N/A,,,,No,No,,2014,660.0,265.0,175.0,660.0,9.5,"Accelerometer, gyro",
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 , HSDPA,,,Yes,Yes,HSPA,2014,305.0,192.1,102.2,305.0,10.2,"Accelerometer, proximity",143.32
HP,No cellular connectivity, N/A,,,,No,No,,2014,294.0,192.5,121.9,294.0,8.1,Accelerometer,77.23
HP,No cellular connectivity, N/A,,,,No,No,,2014,313.0,200.3,136.3,313.0,8.0,"Accelerometer, gyro",124.96
HP,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 20, 40",,,,"HSPA, LTE",2014,239.0,183.5,103.9,239.0,7.2,"Accelerometer, gyro, proximity, compass",405.51
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2, HSDPA,,,Yes,Yes,HSPA,2014,325.0,,,325.0,9.5,"Accelerometer, gyro, proximity, compass",180.78
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,,,,HSPA 21.1/5.76 Mbps,2014,160.0,165.0,83.2,160.0,8.8,"Accelerometer, gyro, proximity, compass",272.78
HP,No cellular connectivity, N/A,,,,No,No,,2013,453.0,220.0,141.5,453.0,9.9,"Accelerometer, gyro, compass",249.0
HP,No cellular connectivity, N/A,,,,No,No,,2013,626.0,259.0,178.0,626.0,9.7,"Accelerometer, gyro, compass",226.47
HP,No cellular connectivity, N/A,,,,No,No,,2013,319.0,200.0,120.0,319.0,9.4,"Accelerometer, gyro, compass",154.73
HP,No cellular connectivity, N/A,,,,No,No,,2013,340.0,194.7,122.7,340.0,10.7,"Accelerometer, compass",116.92
HP,No cellular connectivity, N/A,,,,No,No,,2013,372.0,197.1,116.1,372.0,10.7,Accelerometer,137.41
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA,2011,740.0,240.0,190.0,740.0,13.7,"Accelerometer, gyro, compass",
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 14.4/5.76 Mbps,2011,103.0,84.0,54.5,103.0,15.1,"Accelerometer, proximity",320.66
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA 7.2/5.76 Mbps,2011,103.0,84.0,54.5,103.0,15.1,"Accelerometer, proximity",328.75
HP,GSM / CDMA / HSPA / EVDO,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps / EV-DO Rev.A 3.1 Mbps,2011,156.0,111.0,64.0,156.0,16.0,"Accelerometer, proximity, compass",
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,,,,HSPA 7.2/5.76 Mbps,2011,156.0,111.0,64.0,156.0,16.0,"Accelerometer, proximity, compass",355.78
HP,No cellular connectivity, N/A,,,,No,No,,2011,740.0,240.0,190.0,740.0,13.7,"Accelerometer, gyro",284.05
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2009,132.0,112.8,62.8,132.0,13.4,,146.12
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2008,107.0,114.0,50.0,107.0,13.6,,83.1
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,,,,HSPA 7.2/2 Mbps,2008,160.0,114.0,57.0,160.0,17.4,,157.9
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2007,146.0,113.0,64.0,146.0,16.0,,217.02
HP,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2007,145.0,117.0,60.3,145.0,17.5,,175.76
HP,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,102.0,107.0,48.6,102.0,16.3,,91.64
HP,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2006,140.0,102.0,58.0,140.0,19.5,,158.7
HP,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2006,140.0,102.0,58.0,140.0,19.5,,293.89
HP,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2006,140.0,102.0,58.0,140.0,19.5,,298.2
HP,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2006,179.0,118.0,71.0,179.0,18.0,,550.5
HP,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2006,179.0,118.0,71.0,179.0,18.0,,471.12
HP,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2005,165.0,118.0,71.0,165.0,18.0,,281.38
HP,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2005,165.0,118.0,71.0,165.0,18.0,,281.48
HP,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2004,190.0,137.6,74.6,190.0,20.8,,182.9
HP,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2004,190.0,137.6,74.6,190.0,20.8,,196.38
HP,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,No,,2004,190.0,119.0,75.0,190.0,18.7,,
HP,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,No,,2004,190.0,119.0,75.0,190.0,18.7,,
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41",,,,"HSPA, LTE",2023,200.0,164.8,76.5,200.0,9.2,"Fingerprint (side-mounted), accelerometer, proximity",103.11
HTC,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 5, 7, 8, 12, 17, 20, 28, 38, 39, 40, 41","1, 3, 7, 20, 28, 41, 78 SA/NSA",,,"HSPA, LTE-A, 5G",2023,202.0,166.6,77.1,202.0,8.9,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",
HTC,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 5, 7, 8, 12, 17, 20, 28, 38, 39, 40, 41","1, 3, 7, 20, 28, 41, 78 SA/NSA",,,"HSPA, LTE-A, 5G",2023,205.0,166.6,77.1,205.0,8.9,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",465.21
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41",,,,"HSPA, LTE",2023,430.0,239.2,157.9,430.0,7.9,"Accelerometer, gyro, proximity",198.47
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41",,,,"HSPA, LTE",2023,440.0,244.0,162.6,440.0,8.5,"Accelerometer, gyro",148.05
HTC,GSM / CDMA / HSPA / CDMA2000 / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 38, 39, 40, 41",,,,"HSPA, LTE",2023,533.0,257.9,162.5,533.0,7.9,"Accelerometer, gyro, proximity",177.61
HTC,GSM / CDMA / HSPA / CDMA2000 / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 38, 39, 40, 41",,,,"HSPA, LTE",2022,530.0,241.5,160.3,530.0,8.4,"Accelerometer, gyro, proximity",302.26
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41",,,,"HSPA, LTE",2023,210.0,174.2,78.6,210.0,9.3,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 34, 38, 40, 41",,,,"HSPA, LTE",2023,218.0,164.8,76.5,218.0,9.2,"Fingerprint (side-mounted), accelerometer, proximity",
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 , LTE (unspecified),,,,"HSPA, LTE",2022,190.0,164.1,75.9,190.0,8.8,"Accelerometer, compass",135.72
HTC,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41","1, 3, 7, 20, 28, 41, 78 SA/NSA",,,"HSPA, LTE-A",2022,205.0,166.3,76.9,205.0,9.4,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",464.96
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41",,,,"HSPA, LTE",2021,210.0,174.2,78.6,210.0,9.3,"Fingerprint (rear-mounted), accelerometer, proximity, compass",161.13
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/75 Mbps",2021,186.0,165.7,76.6,186.0,9.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",132.73
HTC,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41","1, 3, 5, 7, 28, 41, 78 SA/NSA",,,"HSPA, LTE-A",2021,205.0,167.1,78.1,205.0,9.4,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",354.8
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A, Cat6 300/75 Mbps",2020,203.0,164.9,75.7,203.0,9.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",254.52
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/75 Mbps",2020,160.0,147.9,71.4,160.0,8.9,"Fingerprint (rear-mounted), accelerometer, proximity",81.52
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA, LTE-A",2020,173.0,158.4,75.9,173.0,9.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",108.47
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 7, 20, 38, 40",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2019,165.0,157.5,75.0,165.0,8.9,"Fingerprint (rear-mounted), accelerometer, proximity, compass",121.39
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 7, 20, 38, 40",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2019,165.0,157.5,75.0,165.0,8.9,"Fingerprint (rear-mounted), accelerometer, proximity, compass",95.93
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 7, 20, 38, 40",,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2019,160.0,147.9,71.4,160.0,8.9,"Fingerprint (rear-mounted), accelerometer, proximity, compass",126.49
HTC,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41","1, 3, 28, 41, 78 SA/NSA",,,"HSPA, LTE-A, 5G 2.56/0.9 Gbps",2020,215.0,171.2,78.1,215.0,9.4,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, SAR",
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/150 Mbps",2020,201.0,162.0,77.0,201.0,9.4,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",665.45
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2019,170.0,156.2,74.8,170.0,8.5,"Fingerprint (rear-mounted), accelerometer, proximity, compass",187.58
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2019,150.0,154.2,72.7,150.0,8.3,"Fingerprint (rear-mounted), accelerometer, proximity, compass",225.07
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 5, 8, 40, 41",,,,"HSPA, LTE-A",2019,160.0,156.7,74.9,160.0,8.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",157.43
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat15 800/150 Mbps",2019,180.0,156.6,75.9,180.0,8.0,"Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",420.26
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2019,170.0,156.2,74.8,170.0,8.5,"Fingerprint (rear-mounted), accelerometer, proximity, compass",280.41
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2018,150.0,154.2,72.7,150.0,8.3,"Fingerprint (rear-mounted), accelerometer, proximity, compass",205.77
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"4, 12, 17, 28, 20, 5, 8, 3, 1, 7, 32, 2, 13, 66, 39, 40, 38, 41",,,,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps",2018,188.0,156.6,73.9,188.0,8.7,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 40, 66",,,,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps",2018,175.0,158.5,75.4,175.0,8.3,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",235.19
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 32, 38, 39, 49, 41, 66",,,,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps",2018,188.0,156.6,73.9,188.0,8.7,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",455.86
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 40",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,157.0,158.2,76.6,157.0,8.4,"Fingerprint (rear-mounted), accelerometer, proximity, compass",176.9
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Global",,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,137.0,148.5,70.8,137.0,8.2,"Accelerometer, proximity, compass",133.75
HTC,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32",,,,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",2018,185.0,157.9,75.0,185.0,8.5,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",305.75
