Brand,NETWORK_Technology,NETWORK_2G_bands,NETWORK_3G_bands,NETWORK_4G_bands,NETWORK_5G_bands,NETWORK_GPRS,NETWORK_EDGE,NETWORK_Speed,LAUNCH_Announced,BODY_Weight,BODY_Length,BODY_Width,BODY_Weight,BODY_Thickness,FEATURES_Sensors,MISC_Price_Euro
Samsung,GSM / CDMA,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2009,114.0,113.0,49.0,114.0,15.9,,87.09
Samsung,GSM,GSM 900 / 1800 / 1900 - SIM 1,,,,Class 10,Class 10,,2008,140.0,115.0,48.0,140.0,16.0,,690.73
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2008,85.0,94.7,45.4,85.0,17.5,,97.93
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 , CDMA2000 1x EV-DO,,,Class 10,Class 10,,2008,115.0,98.3,49.5,115.0,17.5,,96.62
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 , CDMA2000 1x EV-DO,,,Class 10,Class 10,,2008,130.0,124.0,62.0,130.0,13.5,,140.49
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA 3.6/0.384 Mbps,2008,110.0,109.0,56.0,110.0,13.0,,78.51
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA 3.6/0.384 Mbps,2008,96.0,102.0,48.0,96.0,14.0,,76.07
Samsung,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 1700 ,,,,,HSPA 3.6/0.384 Mbps,2008,100.0,98.0,55.0,100.0,12.7,Accelerometer,87.99
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,121.0,114.3,53.3,121.0,17.8,,91.0
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2008,82.0,88.0,44.0,82.0,16.7,,53.29
Samsung,GSM,GSM 850 / 1800 / 1900 ,,,,Class 10,No,,2008,79.0,88.0,45.0,79.0,19.8,,45.57
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,,108.0,46.0,,15.3,,63.29
Samsung,GSM,GSM 850 / 1900 ,,,,Class 10,No,,2008,83.0,104.9,44.7,83.0,14.2,,41.58
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,Yes,,2009,76.0,106.4,44.0,76.0,15.7,,35.03
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,79.0,106.4,44.0,79.0,15.7,,20.6
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2008,108.0,113.3,63.0,108.0,11.9,,96.38
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,2008,125.0,116.0,61.0,125.0,13.0,,91.84
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA 3.6/0.384 Mbps,2008,107.0,98.0,59.0,107.0,15.0,,68.83
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,2008,125.0,118.0,52.0,125.0,12.9,Accelerometer,172.15
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,99.0,103.2,48.2,99.0,16.9,,111.02
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,101.0,103.2,48.2,101.0,16.9,,94.31
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 7.2/0.384 Mbps,2008,121.0,107.9,54.6,121.0,13.8,Accelerometer,148.45
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,Yes,,2008,105.0,98.0,49.9,105.0,15.3,,85.22
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2008,90.0,114.9,47.4,90.0,12.0,,138.63
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,101.0,96.5,46.9,101.0,16.9,Accelerometer,141.89
Samsung,GSM,GSM 850 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,94.0,92.0,46.0,94.0,20.0,,86.71
Samsung,GSM,GSM 850 / 1800 / 1900 ,,,,Class 10,No,,2008,85.0,89.0,48.0,85.0,20.0,,82.03
Samsung,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 850 / 1900 ,,,,,"Yes, 384 kbps",2008,92.0,86.0,43.0,92.0,20.0,,83.17
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2008,70.0,80.0,40.0,70.0,16.7,,
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA,2008,132.0,100.0,52.0,132.0,23.0,,132.41
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,82.0,95.0,48.0,82.0,16.0,,66.12
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,75.0,89.9,45.0,75.0,18.6,,92.49
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,75.0,110.0,44.0,75.0,11.9,,
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,68.0,109.0,46.0,68.0,9.9,Accelerometer,110.57
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2008,,107.6,45.6,,12.9,,93.11
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,,99.5,49.0,,15.9,,84.38
Samsung,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2008,114.0,115.0,52.0,114.0,18.0,"Compass, altimeter",154.74
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,96.0,99.0,48.6,96.0,14.8,,101.1
Samsung,GSM,GSM 850 / 1900 ,,,,Class 10,No,,2008,88.0,89.0,45.0,88.0,20.0,,46.39
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,95.0,108.0,45.6,95.0,9.9,,66.1
Samsung,GSM,GSM 900 / 1800 / 1900 - SIM 1,,,,Class 10,Class 10,,2008,117.0,97.5,55.0,117.0,16.3,,184.8
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,93.0,95.0,46.5,93.0,18.4,,82.63
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2008,89.0,90.6,44.7,89.0,17.9,,85.59
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,67.0,104.0,43.5,67.0,16.0,,37.2
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,,,HSPA 7.2/0.384 Mbps,2008,136.0,106.5,53.9,136.0,17.2,Accelerometer,208.51
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2008,110.0,104.8,49.4,110.0,13.9,,97.28
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,100.0,107.0,59.0,100.0,13.9,,148.47
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,,106.5,45.4,,12.7,,90.59
Samsung,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2008,,99.5,47.0,,15.0,,128.03
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2008,69.0,103.0,45.0,69.0,15.0,,44.12
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,69.0,103.5,45.0,69.0,15.0,,
Samsung,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2008,107.0,109.0,46.0,107.0,12.8,,120.72
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 7.2/0.384 Mbps,2008,122.0,112.0,56.9,122.0,12.5,Accelerometer,168.08
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2008,90.0,111.0,46.0,90.0,9.9,,102.6
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2008,120.0,103.5,50.5,120.0,13.5,,138.61
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,,89.9,46.0,,18.7,,
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2008,81.0,98.0,46.9,81.0,16.9,,70.98
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,78.0,87.0,45.0,78.0,19.0,,82.48
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,78.0,105.0,44.5,78.0,14.0,,
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,,95.0,47.0,,17.5,,126.27
Samsung,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Class 10,Class 10,,2008,108.0,115.0,49.6,108.0,15.7,,114.47
Samsung,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2008,103.0,103.0,51.0,103.0,18.0,,
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,Yes,,2008,80.0,101.5,45.0,80.0,14.5,,127.87
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 7.2/0.384 Mbps,2008,107.0,102.8,51.5,107.0,15.2,,124.69
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 7.2/0.384 Mbps,2008,112.0,105.9,49.5,112.0,12.9,,125.65
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA,2008,109.0,104.2,48.9,109.0,14.2,,132.64
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 7.2/0.384 Mbps,2008,100.0,98.4,55.0,100.0,11.6,,148.73
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2008,139.0,103.0,52.9,139.0,17.9,,114.87
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2008,87.0,87.0,45.0,87.0,20.0,,81.19
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,,104.0,44.5,,16.0,,123.12
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,69.0,103.5,45.0,69.0,15.0,,113.99
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA 3.6/0.384 Mbps,2008,98.0,114.0,58.0,98.0,12.0,,75.8
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2008,,102.0,53.0,,16.7,,152.62
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,78.0,106.0,43.9,78.0,15.9,,
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,96.0,97.0,47.0,96.0,19.9,,90.57
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA,2008,103.0,116.7,50.8,103.0,11.8,,127.85
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2008,105.0,103.2,48.2,105.0,16.9,,102.09
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,92.0,99.5,48.0,92.0,14.8,,68.53
Samsung,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2008,88.0,100.7,50.5,88.0,12.9,,55.8
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,79.0,103.0,44.5,79.0,15.5,,43.71
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2008,,111.0,45.0,,9.9,,73.09
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Yes,,2008,,99.5,49.5,,14.1,,95.81
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2008,84.0,102.0,48.0,84.0,14.2,,102.94
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA 3.6/0.384 Mbps,2008,90.0,101.0,51.0,90.0,13.0,,125.34
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA 1.8 Mbps,2007,80.0,114.0,50.0,80.0,9.0,,66.27
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 850 ,,,,,HSPA 3.6/0.384 Mbps,2007,93.0,98.5,51.5,93.0,17.5,,
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA 1.8 Mbps,2007,93.0,104.0,54.0,93.0,12.7,,87.58
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,81.0,95.0,48.0,81.0,16.0,,54.01
Samsung,GSM,GSM 850 / 1900 ,,,,Yes,No,,2007,81.0,86.0,42.5,81.0,19.0,,52.74
Samsung,GSM,GSM 850 / 1900 ,,,,Yes,No,,2007,81.0,86.0,42.5,81.0,19.5,,41.19
Samsung,GSM,GSM 900 / 1800 , CDMA 1xEVDO (800 / 1900 MHz),,,Class 10,No,,2007,109.0,118.0,59.0,109.0,11.0,,117.1
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2008,148.0,94.4,61.0,148.0,16.9,,151.55
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,Yes,,2008,,89.0,45.5,,23.5,,112.34
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,Yes,,2008,,93.4,44.0,,17.9,,104.36
Samsung,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2008,86.0,102.3,45.8,86.0,10.7,,88.74
Samsung,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 1700 ,,,,,"Yes, 384 kbps",2008,99.0,101.6,50.8,99.0,15.2,,96.93
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2008,102.0,115.0,53.5,102.0,11.8,,150.43
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 7.2/0.384 Mbps,2007,134.0,101.0,51.1,134.0,18.8,,183.18
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2007,76.0,83.4,44.5,76.0,17.8,,
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA,2007,136.0,109.5,63.0,136.0,19.7,,1004.1
Samsung,GSM,GSM 900 / 1800 / 1900 - SIM 1,,,,Class 10,Class 10,,2007,116.0,104.0,51.0,116.0,18.9,,151.5
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2007,120.0,115.9,61.3,120.0,12.9,,158.32
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2007,111.0,103.0,51.0,111.0,15.9,,116.41
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2007,109.0,115.0,53.0,109.0,13.8,,132.57
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2007,98.0,103.0,48.0,98.0,13.5,,118.76
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,96.0,94.0,46.0,96.0,17.5,,87.55
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2007,114.0,101.0,52.0,114.0,17.8,,166.24
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Yes,,2007,85.0,87.5,54.5,85.0,10.5,,296.0
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,81.0,98.5,48.2,81.0,15.9,,91.38
Samsung,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2008,101.0,99.0,49.5,101.0,15.9,,82.14
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Yes,,2007,116.0,108.0,50.0,116.0,16.5,,
Samsung,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2007,79.0,99.0,48.0,79.0,18.4,,70.37
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA 1.8 Mbps,2007,90.0,99.0,48.0,90.0,15.2,,82.85
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,82.0,95.0,48.0,82.0,16.0,,51.14
Samsung,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 1700 ,,,,,"Yes, 384 kbps",2007,91.0,94.0,38.0,91.0,17.0,,62.34
Samsung,GSM,GSM 850 / 1800 / 1900 ,,,,Class 10,Class 10,,2006,76.0,117.0,46.0,76.0,10.0,,61.66
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,91.0,94.0,48.3,91.0,16.5,,75.06
Samsung,GSM,GSM 850 / 1800 / 1900 ,,,,Class 10,No,,2007,100.0,99.6,49.2,100.0,14.2,,60.31
Samsung,GSM,GSM 850 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,88.0,89.0,47.0,88.0,19.5,,72.85
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,116.0,100.8,50.3,116.0,16.5,,73.09
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,80.0,106.0,52.0,80.0,12.7,,63.36
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,77.0,90.0,46.0,77.0,18.0,,64.86
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,84.0,97.5,44.0,84.0,16.5,,101.46
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA,2007,95.0,101.0,52.0,95.0,12.5,,
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,104.0,101.0,47.8,104.0,14.9,,122.71
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,90.0,99.0,45.0,90.0,17.5,,68.28
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2007,79.0,92.0,46.0,79.0,15.2,,73.64
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,95.0,109.0,48.0,95.0,17.9,,84.49
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,79.0,88.0,43.0,79.0,17.9,,81.31
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,78.0,104.0,44.0,78.0,16.3,,74.12
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,Yes,,2007,83.0,100.0,50.0,83.0,14.8,,
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,Yes,,2007,88.0,96.5,46.0,88.0,17.7,,
Samsung,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2007,79.0,103.0,44.5,79.0,15.5,,72.88
Samsung,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2007,93.0,100.0,47.0,93.0,15.0,,100.04
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2007,139.0,112.0,56.0,139.0,15.9,,286.65
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,88.0,98.0,46.0,88.0,15.0,,138.78
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,72.0,87.8,31.0,72.0,20.5,,102.98
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,76.0,89.5,32.6,76.0,19.8,,106.35
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 1.8 Mbps,2007,126.0,94.9,59.3,126.0,16.3,,134.27
Samsung,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 850 ,,,,,"Yes, 384 kbps",2007,88.0,94.0,48.5,88.0,19.5,,
Samsung,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2007,105.0,91.0,46.0,105.0,18.3,,
Samsung,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2007,96.0,94.7,49.6,96.0,16.8,,92.61
Samsung,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2007,76.0,117.5,48.5,76.0,9.3,,88.5
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,85.0,97.0,44.0,85.0,15.0,,88.83
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Yes,,2007,92.0,101.0,50.0,92.0,15.8,,295.16
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 3.6/0.384 Mbps,2007,86.0,102.5,50.0,86.0,12.1,,131.32
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,81.0,103.5,49.3,81.0,10.9,,95.09
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Yes,,2007,89.0,100.0,51.0,89.0,9.6,,158.16
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,57.0,105.5,50.0,57.0,5.9,,83.98
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Yes,,2007,109.0,108.8,58.0,109.0,13.5,,116.2
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 1.8 Mbps,2007,99.0,101.7,50.5,99.0,17.9,,146.58
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA,2007,,104.8,53.7,,17.4,,
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA,2007,,116.5,50.4,,10.7,,118.1
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Yes,,2007,,91.0,47.0,,19.5,,
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Yes,,2007,99.0,101.5,52.5,99.0,10.6,,81.25
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,90.0,100.0,50.5,90.0,14.9,,114.96
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,92.0,97.0,46.0,92.0,15.9,,122.77
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,65.0,94.0,42.0,65.0,13.5,,63.61
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,70.0,89.8,45.8,70.0,15.7,,87.57
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,89.0,91.0,45.0,89.0,18.0,,94.01
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2007,95.0,108.0,45.0,95.0,9.9,,80.83
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2007,74.0,84.4,45.1,74.0,18.2,,80.5
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2007,72.0,103.5,44.5,72.0,14.9,,65.77
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,74.0,88.0,45.0,74.0,19.8,,55.25
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2008,74.0,88.1,45.6,74.0,19.8,,32.0
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2007,74.0,88.0,45.0,74.0,19.8,,68.42
Samsung,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2007,73.0,86.0,42.0,73.0,19.0,,72.5
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 1.8 Mbps,2006,105.0,113.0,59.0,105.0,11.8,,220.2
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,2007,116.0,114.0,61.0,116.0,13.0,,104.85
Samsung,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,,,,HSPA 1.8 Mbps,2006,105.0,113.0,59.0,105.0,11.8,,244.01
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA,2006,107.0,116.4,50.4,107.0,10.7,,196.04
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2006,77.0,103.5,44.0,77.0,9.4,,180.79
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 1.8 Mbps,2006,,,,,,,
Samsung,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 1.8 Mbps,2006,119.0,107.0,49.0,119.0,19.7,,294.61
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Yes,,2007,82.0,92.0,48.0,82.0,16.5,,81.75
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2006,83.0,94.0,49.0,83.0,15.5,,132.86
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2006,85.0,94.0,48.0,85.0,16.0,,
Samsung,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Yes,,2006,80.0,93.0,45.0,80.0,16.0,,145.45
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2007,75.0,90.0,44.0,75.0,18.8,,98.49
Samsung,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2006,90.0,90.0,46.5,90.0,17.9,,98.18
