Brand,NETWORK_Technology,NETWORK_2G_bands,NETWORK_3G_bands,NETWORK_4G_bands,NETWORK_5G_bands,NETWORK_Speed,LAUNCH_Announced,BODY_Weight,BODY_Length,BODY_Width,BODY_Thickness,FEATURES_Sensors,DISPLAY_Type,DISPLAY_Size,PLATFORM_OS,MEMORY_Card_slot,MEMORY_Internal_rom,MEMORY_Internal_ram,BATTERY_Type,BATTERY_Capacity,MAIN_CAM_1_Module,MAIN_CAM_1_Video,DISPLAY_Resolution_Width,DISPLAY_Resolution_Height,0
0.8776294219321641,-1.517011892316013,-0.6938621132577609,-1.113863393844426,-0.8572086438823296,-0.5393491269328781,-1.2415882628907116,-1.6871519700748225,-1.2405665585419017,-1.0478269173887929,-1.4603345955089528,1.1490117797997428,-1.7311827431815592,-2.3897441194110223,-1.4913298008281686,-1.3966954581044428,-1.3640390414048593,-1.5817609022170334,-0.8489297162800926,-1.7210871871356632,-1.9323245124495083,-1.0428820913141161,-1.2970096640676991,0.23285808673035632,-0.8565917221152634,0.4963549799526936
0.5747390373483148,-0.5333446137354577,0.04615181572209451,0.23525453194571588,-0.8578058127724629,-0.44493579665589755,0.809060075334935,-0.062441350403417965,-0.1960330701652364,-0.03620316114319476,0.025077393830678103,-1.176233778305553,0.009127018242313944,1.5363581013496606,0.012767195062747885,0.04212899103568279,0.0027430438213667955,0.013956549777423922,0.1385541460243257,0.254438788145558,0.18083735020821443,-0.9273207924017924,0.023466747920395194,0.23285808673035632,-0.041047600768359574,-0.06517188351852089
-0.4134107897858478,0.16293921453809657,-0.21297783825048272,1.2999611460418736,1.7986198377196387,-0.6231426491009721,0.20098005612691364,1.5622692692679865,0.499786756657565,0.6645570450060997,0.2626678816362825,-0.9079997628053758,0.2535343051830907,-0.02258426155431115,0.8399430918760843,0.9170898047019753,1.4427455978989978,1.5540916978883734,0.24587498638860306,1.1108164048444884,0.905693186189681,-1.00244986529284,1.0528513706337577,0.23285808673035632,0.02190187275645171,
0.05769792568782379,0.18000025887447876,0.23512432501077318,0.4093498384191558,0.49502936859740954,0.08838662819124375,0.25850827053187014,-0.2655301778623435,0.017550242379508786,0.3879411741576939,0.4123951264961521,-0.9953473306628546,0.21043329347427758,1.2231957957812098,0.24511997506649402,0.04212899103568279,0.0027430438213667955,0.038970091471193964,0.026224991681238728,0.254438788145558,0.30540778864389634,1.0345210931020619,0.13540929980248645,0.23285808673035632,0.031534450622774025,0.2128884978888692
0.1831385422312677,0.16242423642310347,0.16006944400411408,0.03910132125482684,0.6444144362674489,0.1276571942667634,-0.5681126092428322,0.1406474770555076,1.6004443232159802,1.7657516546692773,1.985381282126591,-0.49877016575388383,-0.024358942239570577,0.039964093389055474,1.4068838750852246,0.23656472740597004,0.0027430438213667955,0.4518494877197509,0.008368288240015617,0.254438788145558,0.30540778864389634,-0.48557577148058223,0.8358297366484045,0.23285808673035632,-0.7565100958897243,0.1587991871326067
2.0342827412233366,1.243156043191025,2.281525042001221,0.7780270532615879,1.2251282096570077,0.26999770464701617,-0.4334319150210232,1.359180441809061,-2.3444853956516587,-2.538918183104961,-1.357808319315018,0.20837930369308655,1.5471814237362502,2.113067230508422,-1.6462316541639996,-0.5752044719399793,-0.990614650262694,0.4104585152849764,2.0204586352293092,0.46853318743006533,0.22645995313578404,1.3184453084807544,-2.0875981862241346,-4.29446112025293,2.1327312106357823,-0.2820386019981039
1.4848384803789663,0.2265804683353987,1.1928191487310704,-0.17514530550064872,0.20571966025695324,0.3741042462532639,0.25850827053187014,0.5468251319733587,-0.16627658204907647,0.09288424525272808,0.0586774191743287,-0.7390438720441791,0.009127018242313944,0.7777968604398938,0.2218846970661195,0.04212899103568279,0.19799762742511337,0.28683415037092813,0.061141814789257086,0.254438788145558,0.005265218919255126,-0.26792367887173335,0.3448425569921829,0.23285808673035632,0.06004400352560035,-0.12319547695145552
0.3959466928691118,-0.5076865232075012,-0.02238850047439392,-0.8246588239514898,-0.8232029638264259,-0.40276498190272675,-1.1210691110479951,-0.6717078327801946,-0.6637204733465025,-0.6342203295487955,-0.5455808433747049,0.4584269917242121,0.21043329347427758,-0.899399207432865,-0.9166439249522367,-1.1244854271860407,-1.1687844578011128,0.11720738245268628,-1.052435021892615,-0.17374997360293995,-0.294877144328428,-0.8818075239072601,-0.9457296276809196,0.23285808673035632,-0.8704193928149342,
-0.34203167715601035,1.459371954245785,-0.22231602276903029,1.3065152577366719,0.49502936859740954,-0.5598503336927424,0.8747974972247751,0.9530027868912099,0.7050622498834767,0.5907928127798586,0.302941146743508,-0.3094152399461991,0.01995614134564509,-0.02339836922767361,0.7237667018742112,0.9170898047019753,1.2963046601961878,1.0154331935709056,0.24712605925811634,0.8967219975054926,0.781122696134685,-1.0117041868250207,0.9026782142638647,0.23285808673035632,1.517980046556338,
-1.5687003870251772,0.19023761149258828,-2.1348309608192317,-0.5717823977649337,-1.776518013838012,0.16417145483331233,0.25850827053187014,0.9530027868912099,0.08420169209785557,0.10605642957884263,0.1013999836004345,-0.3840414206531006,0.009127018242313944,-0.7749816088748914,0.2218846970661195,0.04212899103568279,0.19799762742511337,0.7201629142315282,-0.004783437613548194,0.254438788145558,0.30540778864389634,1.3313778274127475,0.3814103440861475,0.23285808673035632,0.022838253257607945,-0.42188961426743554
